,Concept_ID,ce,ro
0,Auge::N,бӏаьрг,ochi
1,Ohr::N,лерг,ureche
2,Nase::N,мара,nas
3,Mund::N,бага,gură
4,Zahn::N,церг,dinte
5,Zunge::N,мотт,limbă
6,Lippe::N,балда,buză
7,Wange::N,бесни,bucă
8,Wange::N,бесни,obraz
9,Gesicht::N,юьхь,față
10,Gesicht::N,юьхь,figură
11,Stirn::N,хьаж,frunte
12,Haar::N,мас,păr
13,Schnurrbart::N,мекх,mustață
14,Bart::N,маж,barbă
15,Kinn::N,чӏениг,bărbie
16,Kiefer[Anatomie]::N,мочхал,falcă
17,Kehle::N,къамкъарг,beregată
18,Hals::N,ворта,gât
19,Genick::N,кӏесаркӏаг,ceafă
20,Kopf::N,корта,cap
21,Rücken::N,букъ,dos
22,Rücken::N,букъ,spate
23,Rücken::N,букъ,spinare
24,Bauch::N,кийра,burtă
25,Bauch::N,кийра,pântece
26,Nabel::N,цӏонга,buric
27,Busen::N,зударийн накха,sân
28,Brust::N,накха,piept
29,Schulter::N,белш,umăr
30,Schulter::N,белш,spate
31,Arm::N,пхьарс,braț
32,Ellenbogen::N,пхьаьрсан гола,cot
33,Hand::N,куьг,mână
34,Handfläche::N,кераюкъ,palmă
35,Finger::N,пӏелг,deget
36,Fingernagel::N,мӏара,unghie
37,Nagel[Anatomie]::N,мӏара,unghie
38,Zeh::N,кога пӏелг,deget de la picior
39,Fuß::N,ког,picior
40,Ferse::N,кӏажа,călcâi
41,Knie::N,гола,genunchi
42,Oberschenkel::N,варе,coapsă
43,Bein::N,ког,picior
44,Körper::N,хӏума,corp
45,Haut::N,чкъор,piele
46,Blut::N,цӏий,sânge
47,Ader::N,пха,vână
48,Ader::N,пха,arteră
49,Sehne::N,хьорзам,tendon
50,Knochen::N,даьӏахк,os
51,Gehirn::N,хье,creier
52,Herz::N,дог,inimă
53,Magen::N,зорх,stomac
54,Leber::N,доӏах,ficat
55,Atem::N,садеӏар,răsuflare
56,Atem::N,садеӏар,respirație
57,Hunger::N,мацалла,foame
58,Träne::N,бӏаьрхи,lacrimă
59,Geschmack::N,чам,gust
60,Geruch::N,хьожа,miros
61,Schlaf::N,наб,somn
62,Traum::N,гӏан,vis
63,Himmel::N,стигал,cer
64,Sonne::N,малх,soare
65,Mond::N,бутт,lună
66,Stern::N,седа,stea
67,Luft::N,xӏаваъ,aer
68,Wind::N,мох,vânt
69,Welle::N,тулгӏе,val
70,Welle::N,тулгӏе,undă
71,Wasser::N,хи,apă
72,Stein::N,тӏулг,piatră
73,Boden::N,цӏенкъа,sol
74,Boden::N,цӏенкъа,pământ
75,Erde::N,латта,pământ
76,Staub::N,чан,praf
77,Rauch::N,кӏур,fum
78,Funke::N,суй,scânteie
79,Feuer::N,цӏе,foc
80,Licht::N,серло,lumină
81,Schatten::N,ӏиндагӏ,umbră
82,Wetter::N,хенан хӏоттам,timp
83,Wetter::N,хенан хӏоттам,vreme
84,Nebel::N,дохк,ceață
85,Nebel::N,дохк,negură
86,Wolke::N,марха,nor
87,Regen::N,догӏа,ploaie
88,Schnee::N,ло,zăpadă
89,Eis::N,ша,gheață
90,Frost::N,шело,ger
91,Kälte::N,шело,frig
92,Hitze::N,йовхо,arșiță
93,Hitze::N,йовхо,căldură
94,Raureif::N,йис,chiciură
95,Regenbogen::N,стелаӏад,curcubeu
96,Donner::N,ткъес,tunet
97,Strömung::N,дӏаэхар,curent
98,Strömung::N,дӏасалелар,curent
99,Tropfen::N,тӏадам,picătură
100,Schaum::N,чопа,spumă
101,Schmutz::N,хатт,murdărie
102,See::N,ӏам,lac
103,Sumpf::N,уьшал,mlaștină
104,Moor::N,уьшал,bărăgan
105,Wiese::N,бай,fânaț
106,Wiese::N,бай,livadă
107,Wald::N,хьун,codru
108,Wald::N,хьун,pădure
109,Hügel::N,гу,deal
110,Hügel::N,гу,movilă
111,Hügel::N,шу,deal
112,Hügel::N,шу,movilă
113,Hügel::N,барз,deal
114,Hügel::N,барз,movilă
115,Anhöhe::N,акъари,deal
116,Anhöhe::N,акъари,ridicătură
117,Berg::N,лам,munte
118,Gipfel::N,бохь,pisc
119,Höhle::N,хьех,peșteră
120,Abhang::N,басе,pantă
121,Abhang::N,басе,versant
122,Quelle::N,шовда,izvor
123,Bach::N,татол,gârlă
124,Fluss::N,хи,râu
125,Fluss::N,хи,fluviu
126,Ufer::N,хийист,mal
127,Ufer::N,хийист,țărm
128,Küste::N,йист,coastă
129,Festland::N,латта,uscat
130,Meer::N,xӏорд,mare
131,Bucht::N,чож,golf
132,Insel::N,гӏайре,insulă
133,Blume::N,зезаг,floare
134,Gras::N,буц,iarbă
135,Wurzel::N,орам,rădăcină
136,Baum::N,дитт,copac
137,Baum::N,дитт,arbore
138,Stamm::N,гӏад,tulpină
139,Stamm::N,тайпа,tulpină
140,Rinde::N,кевстиг,scoarță
141,Ast::N,га,cracă
142,Ast::N,га,creangă
143,Zweig::N,га,ramură
144,Zweig::N,га,creangă
145,Blatt::N,гӏа,frunză
146,Birke::N,дакх,mesteacăn
147,Kiefer[Baum]::N,бага,pin
148,Weide[Baum]::N,дак,salcie
149,Weide[Baum]::N,дак,răchită
150,Tanne::N,база,brad
151,Horn::N,маӏа,corn
152,Feder::N,пелаг,pană
153,Fell::N,цӏока,piele
154,Flügel::N,тӏам,aripă
155,Klaue::N,мӏара,gheară
156,Kralle::N,тlод,labă
157,Kralle::N,тlод,gheară
158,Schwanz::N,цӏога,coadă
159,Ei::N,xӏoa,ou
160,Nest::N,бен,cuib
161,Bau::N,lуьрг,bârlog
162,Bau::N,lуьрг,vizuină
163,Tier::N,дийнат,animal
164,Herde::N,жа,turmă
165,Herde::N,жа,cireadă
166,Kuh::N,етт,vacă
167,Bulle::N,сту,taur
168,Pferd::N,говр,cal
169,Schaf::N,жий,oaie
170,Schaf::N,уьстагӏ,oaie
171,Schwein::N,хьакха,porc
172,Hund::N,жӏаьла,câine
173,Katze::N,цициг,pisică
174,Bär::N,ча,urs
175,Eichhörnchen::N,тарсал,veveriță
176,Elch::N,сай,elan
177,Fuchs::N,цхьогал,vulpe
178,Hase::N,пхьагал,iepure
179,Maus::N,дахка,șoarece
180,Wolf::N,борз,lup
181,Vogel::N,олхазар,pasăre
182,Huhn::N,котам,găină
183,Hahn::N,нӏаьна,cocoș
184,Hahn::N,боргӏал,cocoș
185,Gans::N,гӏаз,gâscă
186,Adler::N,aьрзу,vultur
187,Ente::N,бад,rață
188,Eule::N,бухӏа,bufniță
189,Kranich::N,гӏаргӏули,cocor
190,Krähe::N,къиг,cioară
191,Kuckuck::N,aттйокх,cuc
192,Schwan::N,гӏургӏаз,lebădă
193,Fisch::N,чӏара,pește
194,Barsch::N,окунь,biban
195,Hecht::N,гӏазкхийн чӏара,știucă
196,Schlange[Tier]::N,лаьхьа,șarpe
197,Wurm::N,нӏаьна,vierme
198,Spinne::N,гезг,păianjen
199,Ameise::N,зингат,furnică
200,Laus::N,меза,păduche
201,Laus::N,гӏениг,păduche
202,Mücke::N,чуьрк,țânțar
203,Fliege::N,моза,muscă
204,Schmetterling::N,полла,fluture
205,Beere::N,цӏазам,boabă
206,Apfel::N,ӏаж,măr
207,Pilz::N,жӏаьлин нускал,burete
208,Pilz::N,жӏаьлин нускал,ciupercă
209,Zwiebel::N,xох,ceapă
210,Saat::N,чlу,semănătură
211,Korn::N,буьртиг,grâu
212,Heu::N,йол,fân
213,Schale::N,пардо,coajă
214,Grube::N,ор,groapă
215,Falle::N,кӏело,cursă
216,Falle::N,кӏело,capcană
217,Spur::N,лар,dâră
218,Asche::N,чим,cenușă
219,Dreck::N,мода,noroi
220,Dreck::N,мода,murdărie
221,Eisen::N,эчиг,fier
222,Gold::N,деши,aur
223,Silber::N,дети,argint
224,Kohle::N,кӏора,cărbune
225,Glas::N,aнгали,sticlă
226,Lehm::N,поппар,lut
227,Lehm::N,поппар,humă
228,Sand::N,гӏум,nisip
229,Mensch::N,адам,om
230,Mensch::N,адам,persoană
231,Mann::N,майра,om
232,Mann::N,майра,bărbat
233,Frau::N,зуда,femeie
234,Kind::N,бер,copil
235,Junge::N,жимха,băiat
236,Junge::N,жимха,flăcău
237,Mädchen::N,жима йоӏ,fată
238,Familie::N,доьзал,familie
239,Großvater::N,ненада,bunic
240,Großvater::N,ненада,tată mare
241,Großmutter::N,денана,bunică
242,Großmutter::N,денана,mamă mare
243,Eltern::N,да-нана,părinți
244,Vater::N,да,tată
245,Vater::N,да,părinte
246,Mutter::N,нана,mamă
247,Sohn::N,кӏант,fiu
248,Sohn::N,кӏант,fecior
249,Tochter::N,йоӏ,fiică
250,Bruder::N,ваша,frate
251,Schwester::N,йиша,soră
252,Onkel::N,деваша,unchi
253,Tante::N,дейиша,mătușă
254,Ehemann::N,майра,soț
255,Ehemann::N,майра,bărbat
256,Ehefrau::N,зуда,soție
257,Freude::N,самукъа,bucurie
258,Freude::N,хазахетар,bucurie
259,Gelächter::N,белам,râset
260,Glück::N,ирс,fericire
261,Kummer::N,бала,mâhnire
262,Wunsch::N,лаам,dorință
263,Wunsch::N,лаам,deziderat
264,Lust::N,лаам,poftă
265,Lust::N,лаам,înclinare
266,Geist::N,са,duh
267,Geist::N,са,minte
268,Geist::N,са,suflet
269,Gedanke::N,ойла,gând
270,Gedanke::N,ойла,cuget
271,Gedächtnis::N,диццадалар,memorie
272,Verstand::N,хьекъал,minte
273,Verstand::N,хьекъал,intelect
274,Sinn::N,маьӏна,sens
275,Sinn::N,маьӏна,înțeles
276,Grund::N,бахьана,cauză
277,Grund::N,бахьана,pricină
278,Wahrheit::N,бакъдерг,adevăr
279,Gespräch::N,къамел,convorbire
280,Gespräch::N,къамел,conversație
281,Märchen::N,туьйра,basm
282,Märchen::N,туьйра,poveste
283,Erzählung::N,дийцар,poveste
284,Nachricht::N,хаам,veste
285,Neuigkeit::N,керланиг,noutate
286,Neuigkeit::N,керланиг,actualitate
287,Name::N,цӏе,nume
288,Rätsel::N,хӏетал-метал,ghicitoare
289,Rede::N,къамел,discurs
290,Sprache::N,мотт,limbă
291,Sprache::N,мотт,limbaj
292,Stimme::N,aз,glas
293,Wort::N,дош,cuvânt
294,Zeichen::N,билгало,semn
295,Zeichen::N,билгало,semnal
296,Ruf::N,кхайкхар,chemare
297,Lärm::N,гӏовгӏа,zgomot
298,Lärm::N,гӏовгӏа,tărăboi
299,Laut::N,аз,sunet
300,Ton::N,aз,ton
301,Lied::N,илли,cântec
302,Ruhe::N,тийналла,odihnă
303,Ruhe::N,тийналла,liniște
304,Leute::N,нах,lume
305,Leute::N,нах,oameni
306,Volk::N,халкъ,popor
307,Volk::N,халкъ,națiune
308,Arbeit::N,болх,lucru
309,Gast::N,хьаша,musafir
310,Geschenk::N,совгӏат,dar
311,Geschenk::N,совгӏат,cadou
312,Spiel::N,ловзар,joc
313,Gesellschaft::N,юкъаралла,societate
314,Hilfe::N,гӏо,ajutor
315,Freund::N,доттагl,amic
316,Freund::N,доттагl,prieten
317,Kamerad::N,накъост,tovarăș
318,Angelegenheit::N,гӏуллакх,afacere
319,Anzahl::N,терахь,număr
320,Anzahl::N,терахь,cantitate
321,Stück::N,юьхк,bucată
322,Teil::N,дакъа,parte
323,Teil::N,дакъа,porție
324,Hälfte::N,ах,jumătate
325,Kreis::N,го,cerc
326,Kreuz::N,жӏара,cruce
327,Linie::N,сиз,linie
328,Strich::N,сиз,linie
329,Strich::N,сиз,trăsătură
330,Abstand::N,юкъ,distanță
331,Abstand::N,юкъ,depărtare
332,Gegend::N,мeттиг,regiune
333,Platz::N,майда,loc
334,Ort::N,меттиг,loc
335,Seite::N,aгӏo,latură
336,Mitte::N,юкъ,centru
337,Gegenstand::N,хӏума,obiect
338,Sache::N,хӏума,lucru
339,Sache::N,хӏума,chestie
340,Rand::N,йист,bordură
341,Kante::N,йист,muchie
342,Kante::N,йист,bordură
343,Ecke::N,са,colț
344,Spitze::N,ралла,vârf
345,Spitze::N,ралла,creștet
346,Ende::N,юьхьиг,capăt
347,Loch::N,ӏуьрг,gaură
348,Winkel::N,са,colț
349,Muster::N,дагар,desen
350,Muster::N,тӏамар,desen
351,Größe::N,барам,mărime
352,Länge::N,йохалла,lungime
353,Höhe::N,локхалла,înălțime
354,Gewicht::N,йозалла,greutate
355,Menge::N,дукхалла,cantitate
356,Haufen::N,сал,grămadă
357,Haufen::N,оьла,grămadă
358,Reihe::N,рагӏ,șir
359,Reihe::N,рагӏ,rând
360,Reihe::N,могӏа,șir
361,Reihe::N,могӏа,rând
362,Boot::N,кема,barcă
363,Boot::N,кема,luntre
364,Ruder::N,пийсиг,vâslă
365,Ruder::N,пийсиг,lopată
366,Schlitten::N,салаз,sanie
367,Ski::N,когсалаз,schi
368,Lagerfeuer::N,цӏе,foc de tabără
369,Last::N,дукъ,povară
370,Last::N,дукъ,sarcină
371,Gang::N,лелар,mers
372,Gang::N,лелар,umblet
373,Schritt::N,гӏулч,pas
374,Norden::N,къилбаседе,nord
375,Norden::N,къилбаседе,miazănoapte
376,Süden::N,къилбе,sud
377,Süden::N,къилбе,miazăzi
378,Westen::N,малхбузе,apus
379,Osten::N,малхбале,est
380,Osten::N,малхбале,răsărit
381,Holz::N,дечиг,lemn
382,Brett::N,у,scândură
383,Platte::N,у,placă
384,Stütze::N,гӏopтоp,proptea
385,Stange::N,гӏуркх,bară
386,Stange::N,гӏуркх,prăjină
387,Stock::N,ӏаса,băț
388,Stock::N,ӏаса,baston
389,Stab::N,гӏаж,baston
390,Stab::N,гӏаж,prăjină
391,Rohr::N,биргӏа,tub
392,Rohr::N,биргӏа,țeavă
393,Haus::N,цӏа,casă
394,Heim::N,кхерч,casă
395,Heim::N,кхерч,cămin
396,Ofen::N,кхерч,sobă
397,Fußboden::N,цӏенкъа,podea
398,Fußboden::N,цӏенкъа,dușumea
399,Tisch::N,шун,masă
400,Stuhl::N,гӏант,scaun
401,Wiege::N,ага,leagăn
402,Bett::N,маьнга,pat
403,Regal::N,терхи,rafturi
404,Kiste::N,яьшка,ladă
405,Kiste::N,яьшка,cutie
406,Fenster::N,кор,fereastră
407,Tür::N,неӏ,ușă
408,Tor::N,ков,poartă
409,Zaun::N,керт,gard
410,Dach::N,тхов,acoperiș
411,Leiter::N,лами,scară
412,Besen::N,нуй,mătură
413,Spaten::N,бел,cazma
414,Spaten::N,бел,hârleț
415,Schaufel::N,аьшкал,lopată
416,Gabel::N,мӏара,furculiță
417,Löffel::N,ӏайг,lingură
418,Messer::N,урс,cuțit
419,Nagel::N,хьостам,cui
420,Netz::N,бой,plasă
421,Haken::N,мӏара,cârlig
422,Schloss::N,чӏега,lacăt
423,Bild::N,сурт,tablou
424,Bild::N,сурт,imagine
425,Puppe::N,тайниг,păpușă
426,Beutel::N,гали,pungă
427,Beutel::N,гали,săculeț
428,Bündel::N,кочар,mănunchi
429,Tasche::N,тӏоьрмиг,geantă
430,Eimer::N,чийлик,găleată
431,Deckel::N,негӏар,capac
432,Geschirr::N,пхьегӏа,vase
433,Geschirr::N,пхьегӏа,tacâmuri
434,Sack::N,гали,sac
435,Tasse::N,кад,ceașcă
436,Topf::N,яй,oală
437,Kessel::N,яй,cazan
438,Kessel::N,яй,căldare
439,Essen::N,юург,mâncare
440,Nahrung::N,кхача,hrană
441,Nahrung::N,кхача,aliment
442,Speise::N,юург,bucate
443,Speise::N,юург,fel de bucate
444,Fleisch::N,жижиг,carne
445,Getreide::N,буьртиг,cereale
446,Brei::N,xудар,pireu
447,Brot::N,бепиг,pâine
448,Brot::N,кхаллар,pâine
449,Scheibe::N,цастар,felie
450,Scheibe::N,цастар,bucată
451,Fett::N,мохь,untură
452,Fett::N,мохь,grăsime
453,Butter::N,налха,unt
454,Öl::N,даьтта,ulei
455,Salz::N,туьха,sare
456,Suppe::N,чорпа,supă
457,Suppe::N,чорпа,ciorbă
458,Honig::N,моз,miere
459,Milch::N,шура,lapte
460,Tee::N,чай,ceai
461,Leder::N,цӏока,piele
462,Wolle::N,тӏapгӏa,lână
463,Stoff::N,кӏади,stofă
464,Nadel::N,маха,ac
465,Faden::N,тай,ață
466,Knopf::N,нуьйда,buton
467,Knoten::N,шад,nod
468,Farbe::N,сир,vopsea
469,Farbe::N,басар,vopsea
470,Kleidung::N,бедар,haine
471,Kleidung::N,бедар,îmbrăcăminte
472,Hemd::N,коч,cămașă
473,Kragen::N,кач,guler
474,Ärmel::N,пхьош,mânecă
475,Hose::N,хеча,pantaloni
476,Gürtel::N,доьхка,cordon
477,Mütze::N,куй,șapcă
478,Schuh::N,мача,gheată
479,Stiefel::N,этка,cizmă
480,Ring::N,чӏуг,inel
481,Ring::N,чӏуг,verigă
482,Band::N,лента,panglică
483,Band::N,лента,șiret
484,Kamm::N,ехк,pieptene
485,Spiegel::N,куьзга,oglindă
486,Riemen::N,доьхка,curea
487,Schnur::N,муш,funie
488,Schnur::N,муш,sfoară
489,Leine::N,кочатосу доьхка,lesă
490,Leine::N,кочатосу доьхка,curea
491,Decke::N,юргӏа,pătură
492,Kissen::N,гIайба,pernă
493,Tuch::N,исхар,batic
494,Handtuch::N,гата,prosop
495,Handtuch::N,гата,ștergar
496,Kraft::N,гӏора,forță
497,Kraft::N,гӏора,putere
498,Stärke::N,гӏап,tărie
499,Stärke::N,гӏап,vigoare
500,Gesundheit::N,могашалла,sănătate
501,Krankheit::N,цамгар,boală
502,Krankheit::N,цамгар,maladie
503,Schmerz::N,лазар,durere
504,Wunde::N,чов,rană
505,Fieber::N,xорша,febră
506,Arznei::N,молха,leac
507,Arznei::N,молха,medicament
508,Brücke::N,тӏай,pod
509,Brücke::N,тӏай,punte
510,Brunnen::N,гӏу,puț
511,Weide::N,дак,izlaz
512,Weide::N,дак,pășune
513,Pfad::N,тача,cărare
514,Weg::N,некъ,drum
515,Straße::N,урам,cale
516,Straße::N,урам,stradă
517,Dorf::N,юрт,sat
518,Stadt::N,гӏала,oraș
519,Brief::N,кехат,scrisoare
520,Buch::N,жайна,carte
521,Buchstabe::N,элп,literă
522,Buchstabe::N,элп,caracter
523,Zeitung::N,газет,ziar
524,Zeitung::N,газет,gazetă
525,Leben::N,дахар,viață
526,Tod::N,далар,moarte
527,Tod::N,ӏожалла,moarte
528,Grab::N,каш,groapă
529,Grab::N,каш,mormânt
530,Kirche::N,килс,biserică
531,Sünde::N,къа,păcat
532,Gott::N,дела,zeu
533,Arbeiter::N,белхало,muncitor
534,Chef::N,хьаькам,șef
535,Meister::N,говзанча,meșter
536,Meister::N,говзанча,maestru
537,Arzt::N,лор,medic
538,Arzt::N,лор,doctor
539,Lehrer::N,хьехархо,profesor
540,Lehrer::N,хьехархо,învățător
541,Geld::N,aхча,bani
542,Geld::N,aхча,parale
543,Geschäft::N,туька,treabă
544,Geschäft::N,туька,afacere
545,Laden::N,туька,magazin
546,Laden::N,туька,prăvălie
547,Preis::N,мах,preț
548,Ware::N,хlума,marfă
549,Nutzen::N,пайда,folos
550,Nutzen::N,пайда,profit
551,Reichtum::N,хьал,avuție
552,Reichtum::N,хьал,bogăție
553,Welt::N,дуьне,lume
554,Land::N,мохк,țară
555,Staat::N,пачхьалкх,stat
556,König::N,паччахь,rege
557,Macht::N,ӏедал,putere
558,Macht::N,ӏедал,putință
559,Grenze::N,доза,hotar
560,Grenze::N,доза,graniță
561,Grenze::N,доза,frontieră
562,Krieg::N,тӏом,război
563,Feind::N,мостагӏ,dușman
564,Gewalt::N,гӏело,violență
565,Kampf::N,къийсам,luptă
566,Pfeil::N,пха,săgeată
567,Gewehr::N,топ,armă
568,Gewehr::N,топ,pușcă
569,Fehler::N,гӏалат,eroare
570,Fehler::N,гӏалат,greșeală
571,Lüge::N,аьшпаш,minciună
572,Schaden::N,зен,daună
573,Schaden::N,зен,pagubă
574,Unglück::N,бала,nenorocire
575,Schuld::N,бехк,vină
576,Alter::N,хан,etate
577,Alter::N,хан,vârstă
578,Schluss::N,чакхе,sfârșit
579,Zeit::N,хан,timp
580,Zeit::N,хан,vreme
581,Tag::N,де,zi
582,Morgen::N,ӏуьйре,dimineață
583,Mittag::N,делкъе,prânz
584,Mittag::N,делкъе,amiază
585,Abend::N,суьйре,seară
586,Nacht::N,буьйса,noapte
587,Woche::N,кӏира,săptămână
588,Monat::N,бутт,lună
589,Jahr::N,шо,an
590,Frühling::N,бӏаьсте,primăvară
591,Sommer::N,аьхке,vară
592,Herbst::N,гуьйре,toamnă
593,Winter::N,ӏа,iarnă
594,Januar::N,январь,ianuarie
595,Februar::N,февраль,februarie
596,März::N,март,martie
597,April::N,апрель,aprilie
598,Mai::N,май,mai
599,Juni::N,июнь,iunie
600,Juli::N,июль,iulie
601,August::N,август,august
602,September::N,сентябрь,septembrie
603,Oktober::N,октябрь,octombrie
604,November::N,ноябрь,noiembrie
605,Dezember::N,декабрь,decembrie
606,Montag::N,оршот,luni
607,Dienstag::N,шинара,marți
608,Mittwoch::N,кхаара,miercuri
609,Donnerstag::N,еара,joi
610,Freitag::N,пӏераска,vineri
611,Samstag::N,шот,sâmbătă
612,Sonntag::N,кӏиранде,duminică
613,groß::A,доккха,mare
614,klein::A,кегий,mic
615,lang::A,еха,lung
616,kurz::A,доца,scurt
617,breit::A,шуьйра,lat
618,breit::A,шуьйра,larg
619,schmal::A,готта,strâmt
620,dicht::A,луьста,des
621,dick[Gegenstand]::A,стомма,gros
622,dünn::A,дуткъа,subțire
623,fein::A,ховха,fin
624,fein::A,ховха,subțire
625,fest::A,чӏогӏа,tare
626,fest::A,чӏогӏа,solid
627,flach::A,чӏапа,șes
628,flach::A,чӏапа,plan
629,glatt::A,шера,lins
630,hart::A,чӏогӏa,dur
631,weich::A,кӏеда,moale
632,rund::A,горга,rotund
633,rund::A,горга,circular
634,spitz::A,ира,ascuțit
635,scharf::A,ира,tăios
636,scharf::A,ира,ascuțit
637,stumpf::A,аьртa,tocit
638,schwer::A,деза,greu
639,schön::A,хаза,frumos
640,heiß::A,довха,cald
641,heiß::A,довха,fierbinte
642,warm::A,довха,cald
643,warm::A,довха,fierbinte
644,kalt::A,шийла,rece
645,kühl::A,шийла,rece
646,kühl::A,шийла,răcoros
647,frisch::A,керла,răcoros
648,frisch::A,керла,proaspăt
649,feucht::A,тӏуьна,umed
650,feucht::A,тӏуьна,jilav
651,nass::A,тӏеда,ud
652,trocken::A,eкъа,sec
653,trocken::A,eкъа,uscat
654,voll::A,дуьзна,plin
655,leer::A,яьсса,gol
656,offen::A,диллина,deschis
657,geschlossen::A,дӏакъевлина,închis
658,geschlossen::A,дӏачӏагӏдина,închis
659,sauber::A,цӏена,curat
660,schmutzig::A,боьха,murdar
661,roh::A,буьйда,crud
662,reif::A,хилла,copt
663,lecker::A,чоме,gustos
664,süß::A,мерза,dulce
665,bitter::A,къаьхьа,amar
666,sauer::A,муьста,acru
667,hell::A,сирла,clar
668,hell::A,сирла,luminos
669,dunkel::A,бодане,obscur
670,dunkel::A,бодане,întunecos
671,schwarz::A,ӏаьржа,negru
672,weiß::A,кӏайн,alb
673,rot::A,цӏен,roșu
674,gelb::A,можа,galben
675,blau::A,сийна,albastru
676,grün::A,баьццара,verde
677,grau::A,cира,gri
678,grau::A,cира,cenușiu
679,grau::A,мокха,gri
680,grau::A,мокха,cenușiu
681,bunt::A,къорза,colorat
682,billig::A,дораха,ieftin
683,teuer::A,деза,scump
684,wertvoll::A,мехала,prețios
685,blind::A,бӏаьрзе,orb
686,taub::A,къора,surd
687,kräftig::A,нуьцкъала,tare
688,kräftig::A,нуьцкъала,forte
689,kräftig::A,нуьцкъала,robust
690,stark::A,зоьртала,viguros
691,stark::A,зоьртала,puternic
692,stark::A,нуьцкъала,viguros
693,stark::A,нуьцкъала,puternic
694,schwach::A,гӏорасиза,slab
695,schwach::A,гӏорасиза,debil
696,fett::A,дерстана,gras
697,schlank::A,куц долу,zvelt
698,hübsch::A,хаза,drăguț
699,böse::A,вон,rău
700,böse::A,вон,răutăcios
701,dumm::A,сонта,nerod
702,dumm::A,сонта,tâmpit
703,faul::A,мало ен,leneș
704,fleißig::A,тӏера,harnic
705,fleißig::A,тӏера,sârguincios
706,geizig::A,пис,calic
707,geizig::A,пис,zgârcit
708,geizig::A,сутара,calic
709,geizig::A,сутара,zgârcit
710,klug::A,хьекъале,isteț
711,klug::A,хьекъале,deștept
712,geschickt::A,тӏахъаьлла,dibaci
713,lieb::A,хьоме,drag
714,lieb::A,хьоме,iubit
715,lustig::A,самукъане,vesel
716,sanft::A,кlеда,blând
717,sanft::A,кlеда,blajin
718,hungrig::A,меца,flămând
719,krank::A,цомгуш долу,bolnav
720,nackt::A,дерзана,gol
721,traurig::A,самукъане воцу,trist
722,traurig::A,самукъане воцу,mâhnit
723,lebendig::A,дийна,viu
724,gut::A,дика,bun
