,Concept_ID,tt,cy
0,Auge::N,күз,llygad
1,Ohr::N,колак,clust
2,Nase::N,борын,trwyn
3,Mund::N,авыз,ceg
4,Mund::N,тамак,ceg
5,Zahn::N,теш,dant
6,Zunge::N,тел,tafod
7,Lippe::N,ирен,gwefus
8,Wange::N,яңак,boch
9,Gesicht::N,йөз,wyneb
10,Stirn::N,маңгай,talcen
11,Haar::N,чәч,blew
12,Schnurrbart::N,мыек,mwstas
13,Bart::N,сакал,barf
14,Kinn::N,ияк,gên
15,Kiefer[Anatomie]::N,казналык,gên
16,Kehle::N,тамак,gwddf
17,Hals::N,бугаз,gwddf
18,Genick::N,җилкә,gwar
19,Genick::N,җилкә,gwegil
20,Kopf::N,баш,pen
21,Rücken::N,сырт,cefn
22,Bauch::N,корсак,bol
23,Nabel::N,кендек,bogail
24,Busen::N,түш,bron
25,Brust::N,имчәк,brest
26,Brust::N,күкрәк,brest
27,Schulter::N,иңбаш,ysgwydd
28,Schulter::N,кулбаш,ysgwydd
29,Arm::N,кул,braich
30,Ellenbogen::N,терсәк,penelin
31,Hand::N,кул,llaw
32,Handfläche::N,уч,palf
33,Finger::N,бармак,bys
34,Fingernagel::N,тырнак,ewin
35,Nagel[Anatomie]::N,тырнак,ewin
36,Zeh::N,бармак,bys troed
37,Fuß::N,табан,troed
38,Ferse::N,үкчә,sawdl
39,Knie::N,тез,glin
40,Oberschenkel::N,бот,clun
41,Bein::N,аяк,coes
42,Körper::N,тән,corff
43,Körper::N,җисем,corff
44,Haut::N,тире,croen
45,Blut::N,кан,gwaed
46,Ader::N,тамыр,gwythïen
47,Sehne::N,сеңер,gewyn
48,Knochen::N,сөяк,asgwrn
49,Gehirn::N,ми,ymennydd
50,Herz::N,йөрәк,calon
51,Magen::N,ашказаны,cylla
52,Magen::N,ашказаны,stumog
53,Leber::N,бавыр,iau
54,Atem::N,сулыш,anadl
55,Hunger::N,ачлык,newyn
56,Träne::N,яшь,deigryn
57,Geschmack::N,тәм,cyflas
58,Geschmack::N,зәвык,cyflas
59,Geruch::N,ис,aroglau
60,Schlaf::N,йокы,cwsg
61,Traum::N,төш,breuddwyd
62,Himmel::N,күк,awyr
63,Sonne::N,кояш,haul
64,Mond::N,ай,lleuad
65,Stern::N,йолдыз,seren
66,Luft::N,һава,awyr
67,Wind::N,җил,gwynt
68,Welle::N,дулкын,ton
69,Wasser::N,су,dŵr
70,Stein::N,таш,carreg
71,Boden::N,туфрак,llawr
72,Erde::N,җир,pridd
73,Staub::N,тузан,llwch
74,Rauch::N,төтен,mwg
75,Funke::N,очкын,gwreichioni
76,Feuer::N,ут,tân
77,Licht::N,якты,golau
78,Schatten::N,күләгә,cysgod
79,Wetter::N,һава,tywydd
80,Nebel::N,томан,niwl
81,Wolke::N,болыт,cwmwl
82,Regen::N,яңгыр,glaw
83,Schnee::N,кар,ôd
84,Schnee::N,кар,eira
85,Eis::N,боз,iâ
86,Frost::N,суык,rhew
87,Frost::N,салкын,rhew
88,Kälte::N,суык,oerni
89,Kälte::N,суык,annwyd
90,Kälte::N,салкын,oerni
91,Kälte::N,салкын,annwyd
92,Hitze::N,эсселек,gwres
93,Raureif::N,бәс,barrug
94,Raureif::N,сыкы,barrug
95,Regenbogen::N,салават күпере,enfys
96,Donner::N,күкрәү,tyrfau
97,Strömung::N,агыш'агым,cerrynt
98,Tropfen::N,тамчы,dafn
99,Tropfen::N,тамчы,diferyn
100,Schaum::N,күбек,ewyn
101,Schmutz::N,пычрак,baw
102,Schmutz::N,пычрак,budreddi
103,See::N,күл,llyn
104,Sumpf::N,саз,cors
105,Moor::N,торфлык,rhos
106,Wiese::N,болын,dôl
107,Wald::N,урман,coedwig
108,Hügel::N,калку,bryn
109,Anhöhe::N,үр,bryn
110,Berg::N,тау,mynydd
111,Gipfel::N,оч,copa
112,Höhle::N,мәгарә,ogof
113,Abhang::N,кабырга,llethr
114,Quelle::N,чишмә,tarddiad
115,Quelle::N,чишмә,ffynhonnell
116,Bach::N,елга,nant
117,Bach::N,елга,afonig
118,Bach::N,елга,cornant
119,Fluss::N,дәрья,afon
120,Ufer::N,су кырые,glan
121,Küste::N,яр буе,traeth
122,Küste::N,яр буе,arfordir
123,Festland::N,коры җир,tir
124,Meer::N,диңгез,môr
125,Bucht::N,бухта,bae
126,Bucht::N,култык,bae
127,Insel::N,атау,ynys
128,Insel::N,утрау,ynys
129,Blume::N,чәчкә,blodyn
130,Gras::N,үлән,glaswellt
131,Wurzel::N,тамыр,gwreiddyn
132,Baum::N,агач,coeden
133,Stamm::N,кәүсә,colfen
134,Stamm::N,кәүсә,boncyff
135,Rinde::N,кабык,rhisgl
136,Ast::N,ботак,cangen
137,Zweig::N,ботак,cainc
138,Zweig::N,ботак,cangen
139,Zweig::N,тармак,cainc
140,Zweig::N,тармак,cangen
141,Blatt::N,яфрак,deilen
142,Birke::N,каен,bedwen
143,Kiefer[Baum]::N,нарат,pinwydden
144,Weide[Baum]::N,тал,helygen
145,Tanne::N,чыршы,ffynidwydden
146,Horn::N,мөгез,corn
147,Feder::N,йон,plufyn
148,Fell::N,тире,ffwr
149,Flügel::N,канат,adain
150,Klaue::N,тырнак,crafanc
151,Kralle::N,тырнак,ewin
152,Schwanz::N,койрык,cwt
153,Schwanz::N,койрык,cynffon
154,Ei::N,күкәй,wy
155,Ei::N,йомырка,wy
156,Nest::N,оя,nyth
157,Bau::N,өн,ffau
158,Tier::N,хайван,anifail
159,Herde::N,көтү,praidd
160,Herde::N,көтү,diadell
161,Kuh::N,сыер,buwch
162,Bulle::N,үгез,tarw
163,Pferd::N,ат,ceffyl
164,Schaf::N,сарык,dafad
165,Schwein::N,дуңгыз,mochyn
166,Hund::N,эт,ci
167,Katze::N,песи,cath
168,Bär::N,аю,arth
169,Eichhörnchen::N,тиен,gwiwer
170,Elch::N,поши,elc
171,Fuchs::N,төлке,cadno
172,Hase::N,куян,ysgyfarnog
173,Maus::N,тычкан,llygoden
174,Wolf::N,бүре,blaidd
175,Vogel::N,кош,aderyn
176,Schwarm::N,көтү,haid
177,Huhn::N,тавык,cyw
178,Hahn::N,әтәч,ceiliog
179,Gans::N,каз,gŵydd
180,Adler::N,каракош,eryr
181,Ente::N,үрдәк,hwyad
182,Eule::N,ябалак,tylluan
183,Kranich::N,торна,garan
184,Kranich::N,торна,crychydd
185,Krähe::N,карга,brân
186,Kuckuck::N,күке,cog
187,Kuckuck::N,күке,cwcw
188,Kuckuck::N,кәккүк,cog
189,Kuckuck::N,кәккүк,cwcw
190,Schwan::N,аккош,alarch
191,Fisch::N,балык,pysgod
192,Barsch::N,алабуга,draenog
193,Hecht::N,чуртан,penhwyad
194,Schlange[Tier]::N,елан,neidr
195,Wurm::N,корт,abwydyn
196,Wurm::N,корт,pryf genwair
197,Spinne::N,үрмәкүч,cor
198,Spinne::N,үрмәкүч,pryf copyn
199,Ameise::N,кырмыска,morgrugyn
200,Laus::N,бет,lleuen
201,Mücke::N,черки,gwybedyn
202,Mücke::N,озынборын,gwybedyn
203,Fliege::N,чебен,cleren
204,Schmetterling::N,күбәләк,glöyn byw
205,Schmetterling::N,күбәләк,iâr fach yr haf
206,Beere::N,җиләк,aeronen
207,Apfel::N,алма,afal
208,Pilz::N,гөмбә,madarch
209,Zwiebel::N,суган,nionyn
210,Zwiebel::N,суган,winwnsyn
211,Zwiebel::N,суганбаш,nionyn
212,Zwiebel::N,суганбаш,winwnsyn
213,Saat::N,орлык,had
214,Korn::N,иген,grawn
215,Korn::N,орлык,grawn
216,Heu::N,печән,gwair
217,Schale::N,кабык,croen
218,Schale::N,кабык,plisgyn
219,Grube::N,баз,pwll
220,Grube::N,баз,pydew
221,Grube::N,чокыр,pwll
222,Grube::N,чокыр,pydew
223,Falle::N,тозак,magl
224,Falle::N,капкын,magl
225,Schlinge::N,элмәк,cwlwm rhedeg
226,Spur::N,эз,ôl
227,Asche::N,көл,lludw
228,Dreck::N,пычрак,baw
229,Dreck::N,пычрак,budreddi
230,Eisen::N,тимер,haearn
231,Gold::N,алтын,aur
232,Silber::N,көмеш,arian
233,Kohle::N,күмер,glo
234,Glas::N,пыяла,gwydr
235,Lehm::N,балчык,clai
236,Sand::N,ком,tywod
237,Mensch::N,адәм,dyn
238,Mensch::N,инсан,dyn
239,Mann::N,ир,dyn
240,Frau::N,хатын,merch
241,Frau::N,хатын,gwraig
242,Kind::N,бала,plentyn
243,Junge::N,малай,hogyn
244,Junge::N,малай,bachgen
245,Mädchen::N,кыз,merch
246,Mädchen::N,кыз,geneth
247,Familie::N,гаилә,teulu
248,Familie::N,гаилә,tylwyth
249,Großvater::N,бабай,taid
250,Großvater::N,бабай,tad-cu
251,Großmutter::N,әби,nain
252,Großmutter::N,әби,mam-gu
253,Eltern::N,ата-ана,rhieni
254,Vater::N,ата,tad
255,Mutter::N,ана,mam
256,Sohn::N,ул,mab
257,Tochter::N,кыз,merch
258,Bruder::N,кардәш,brawd
259,Schwester::N,апа,chwaer
260,Schwester::N,сеңел,chwaer
261,Onkel::N,дәдә,ewythr
262,Onkel::N,дәдәй,ewythr
263,Tante::N,түти,modryb
264,Tante::N,тәтәй,modryb
265,Ehemann::N,ир,gŵr
266,Ehefrau::N,хатын,gwraig
267,Freude::N,сөенеч,gorfoledd
268,Gelächter::N,көлү,chwerthin
269,Gelächter::N,көлеш,chwerthin
270,Glück::N,бәхет,hapusrwydd
271,Kummer::N,хәсрәт,galar
272,Wunsch::N,теләк,dymuniad
273,Lust::N,теләк,chwant
274,Lust::N,теләү,chwant
275,Geist::N,рух,ysbryd
276,Gedanke::N,уй,meddwl
277,Gedanke::N,фикер,meddwl
278,Gedächtnis::N,хәтер,cof
279,Verstand::N,акыл,meddwl
280,Sinn::N,мәгънә,ystyr
281,Grund::N,сәбәп,achos
282,Grund::N,сәбәп,rheswm
283,Wahrheit::N,хак,gwir
284,Wahrheit::N,хак,gwirionedd
285,Gespräch::N,әңгәмә,sgwrs
286,Märchen::N,әкият,chwedl werin
287,Erzählung::N,хикәя,stori
288,Nachricht::N,хәбәр,neges
289,Neuigkeit::N,яңалык,newydd
290,Name::N,исем,enw
291,Rätsel::N,табышмак,pos
292,Rede::N,нотык,araith
293,Sprache::N,тел,iaith
294,Stimme::N,тавыш,llais
295,Wort::N,сүз,gair
296,Zeichen::N,ишарә,arwydd
297,Ruf::N,дәшү,galwad
298,Lärm::N,шау,trwst
299,Laut::N,аваз,sain
300,Ton::N,шалтырату,tôn
301,Lied::N,җыр,cân
302,Ruhe::N,тынлык,tawelwch
303,Leute::N,халык,pobl
304,Volk::N,халык,pobl
305,Arbeit::N,эш,gwaith
306,Arbeit::N,хезмәт,gwaith
307,Gast::N,кунак,gwestai
308,Geschenk::N,бүләк,rhodd
309,Geschenk::N,бүләк,anrheg
310,Spiel::N,уен,chwarae
311,Gesellschaft::N,җәмгыять,cwmni
312,Hilfe::N,ярдәм,cymorth
313,Hilfe::N,булышлык,cymorth
314,Freund::N,дус,cyfaill
315,Kamerad::N,иптәш,cydymaith
316,Angelegenheit::N,эш,pwnc
317,Anzahl::N,микъдар,cyfrif
318,Art::N,төр,bath
319,Stück::N,кисәк,darn
320,Teil::N,өлеш,rhan
321,Hälfte::N,ярым,hanner
322,Kreis::N,түгәрәк,cylch
323,Kreuz::N,хач,croes
324,Kreuz::N,тәре,croes
325,Linie::N,сызык,llinell
326,Strich::N,сызык,strôc
327,Strich::N,сызык,trawiad
328,Abstand::N,ара,bwlch
329,Abstand::N,ара,pellter
330,Entfernung::N,ераклык,pellter
331,Gegend::N,урын,cylch
332,Platz::N,бушлык,lle
333,Ort::N,урын,lle
334,Seite::N,як,ochr
335,Mitte::N,урта,canol
336,Gegenstand::N,нәрсә,eitem
337,Sache::N,нәрсә,peth
338,Rand::N,чит,cwr
339,Rand::N,чит,ymyl
340,Kante::N,кырый,min
341,Kante::N,кырый,ymyl
342,Ecke::N,почмак,cornel
343,Spitze::N,оч,blaen
344,Ende::N,азак,pen
345,Loch::N,тишек,twll
346,Winkel::N,почмак,congl
347,Muster::N,парча,patrwm
348,Größe::N,зурлык,maint
349,Größe::N,зурлык,maintioli
350,Länge::N,озынлык,hyd
351,Höhe::N,биеклек,uchder
352,Gewicht::N,авырлык,pwysau
353,Menge::N,микъдар,swm
354,Menge::N,микъдар,maint
355,Haufen::N,өем,pentwr
356,Reihe::N,рәт,rhes
357,Boot::N,каек,cwch
358,Boot::N,көймә,cwch
359,Ruder::N,ишкәк,rhwyf
360,Schlitten::N,чана,sled
361,Schlitten::N,чана,car llusg
362,Ski::N,чаңгы,sgi
363,Lagerfeuer::N,костёр,coelcerth
364,Last::N,йөк,llwyth
365,Gang::N,йөреш,tro
366,Schritt::N,адым,cam
367,Norden::N,төньяк,gogledd
368,Süden::N,көньяк,de
369,Westen::N,көнбатыш,gorllewin
370,Osten::N,шәрык,dwyrain
371,Osten::N,көнчыгыш,dwyrain
372,Holz::N,агач,pren
373,Brett::N,такта,bwrdd
374,Brett::N,такта,astell
375,Platte::N,плитә,llech
376,Stütze::N,таяу,ateg
377,Stütze::N,таяу,cynhalydd
378,Stange::N,колга,polyn
379,Stock::N,таяк,ffon
380,Stock::N,таяк,brigyn
381,Stab::N,таяк,ffon
382,Rohr::N,торба,pibell
383,Haus::N,өй,tŷ
384,Haus::N,йорт,tŷ
385,Heim::N,гаилә,cartref
386,Heim::N,нәсел,cartref
387,Ofen::N,мич,stof
388,Fußboden::N,идән,llawr
389,Tisch::N,өстәл,bwrdd
390,Stuhl::N,утыргыч,cadair
391,Wiege::N,бишек,crud
392,Bett::N,ятак,gwely
393,Bett::N,урын-җир,gwely
394,Regal::N,киштә,silff
395,Regal::N,шүрлек,silff
396,Kiste::N,әрҗә,bocs
397,Kiste::N,әрҗә,blwch
398,Fenster::N,тәрәзә,ffenestr
399,Tür::N,ишек,drws
400,Tor::N,капка,porth
401,Zaun::N,койма,ffens
402,Dach::N,түбә,to
403,Leiter::N,баскыч,ysgol
404,Besen::N,себерке,ysgub
405,Spaten::N,көрәк,rhaw
406,Schaufel::N,көрәк,rhaw
407,Gabel::N,чәннечке,fforc
408,Löffel::N,кашык,llwy
409,Messer::N,пычак,cyllell
410,Nagel::N,кадак,hoel
411,Netz::N,челтәр,gwe
412,Netz::N,челтәр,rhwyd
413,Haken::N,ыргак,bach
414,Griff::N,тотка,carn
415,Schloss::N,йозак,clo
416,Bild::N,рәсем,llun
417,Bild::N,рәсем,pictiwr
418,Bild::N,картина,llun
419,Bild::N,картина,pictiwr
420,Figur::N,сын,ffigur
421,Figur::N,фигура,ffigur
422,Puppe::N,курчак,dol
423,Beutel::N,луза,cwd
424,Bündel::N,бәйләм,bwndel
425,Bündel::N,бәйләм,coflaid
426,Tasche::N,букча,cod
427,Eimer::N,чиләк,bwced
428,Eimer::N,чиләк,cunnog
429,Deckel::N,капкач,caead
430,Geschirr::N,савыт-саба,llestri
431,Geschirr::N,кашык-аяк,llestri
432,Sack::N,капчык,sach
433,Tasse::N,чынаяк,cwpan
434,Topf::N,чүлмәк,pot
435,Topf::N,чүлмәк,crochan
436,Kessel::N,казан,tegell
437,Essen::N,ашау,pryd o fwyd
438,Nahrung::N,азык,bwyd
439,Nahrung::N,тәгам,bwyd
440,Nahrung::N,ашамлык,bwyd
441,Speise::N,ризык,saig
442,Fleisch::N,ит,cig
443,Getreide::N,ашлык,ŷd
444,Getreide::N,ашлык,llafur
445,Brei::N,ботка,uwd
446,Brot::N,ипи,bara
447,Brot::N,икмәк,bara
448,Scheibe::N,телем,tafell
449,Fett::N,май,saim
450,Fett::N,май,braster
451,Butter::N,май,ymenyn
452,Öl::N,май,olew
453,Salz::N,тоз,halen
454,Suppe::N,шулпа,cawl
455,Honig::N,бал,mêl
456,Milch::N,сөт,llaeth
457,Milch::N,сөт,llefrith
458,Tee::N,чәй,te
459,Leder::N,күн,lledr
460,Wolle::N,йон,gwlân
461,Stoff::N,тукыма,lliain
462,Stoff::N,тукыма,brethyn
463,Nadel::N,энә,nodwydd
464,Faden::N,җеп,edau
465,Faden::N,җеп,edefyn
466,Knopf::N,төймә,botwm
467,Knoten::N,төен,cwlwm
468,Farbe::N,буяу,paent
469,Kleidung::N,кием,dillad
470,Kleidung::N,кием,gwisgoedd
471,Hemd::N,күлмәк,crys
472,Kragen::N,яка,coler
473,Ärmel::N,җиң,llawes
474,Hose::N,чалбар,trowsus
475,Gürtel::N,билбау,gwregys
476,Mütze::N,бүрек,cap
477,Schuh::N,башмак,esgid
478,Stiefel::N,итек,botasen
479,Ring::N,балдак,modrwy
480,Band::N,тасма,rhuban
481,Kamm::N,тарак,crib
482,Spiegel::N,көзге,drych
483,Riemen::N,каеш,strap
484,Schnur::N,бау,llinyn
485,Leine::N,тезген,tennyn
486,Decke::N,юрган,blanced
487,Decke::N,юрган,gwrthban
488,Kissen::N,мендәр,clustog
489,Kissen::N,мендәр,gobennydd
490,Tuch::N,яулык,sgarff
491,Handtuch::N,сөлгә,tywel
492,Handtuch::N,сөлгә,lliain sychu
493,Kraft::N,егәр,grym
494,Kraft::N,дәрман,grym
495,Stärke::N,көч,nerth
496,Stärke::N,көч,cryfder
497,Stärke::N,дәрман,nerth
498,Stärke::N,дәрман,cryfder
499,Gesundheit::N,саулык,iechyd
500,Krankheit::N,чир,afiechyd
501,Krankheit::N,чир,anhwylder
502,Krankheit::N,хаста,afiechyd
503,Krankheit::N,хаста,anhwylder
504,Krankheit::N,сырхау,afiechyd
505,Krankheit::N,сырхау,anhwylder
506,Schmerz::N,авырту,poen
507,Schmerz::N,авырту,gwayw
508,Wunde::N,яра,clwyf
509,Wunde::N,җәрәхәт,clwyf
510,Fieber::N,бизгәк,twymyn
511,Arznei::N,дару,meddyginiaeth
512,Brücke::N,күпер,pont
513,Brunnen::N,кое,ffynnon
514,Weide::N,утлавык,porfa
515,Pfad::N,сукмак,llwybr
516,Weg::N,юл,ffordd
517,Straße::N,урам,heol
518,Straße::N,урам,ffordd
519,Dorf::N,авыл,pentref
520,Stadt::N,шәһәр,tref
521,Brief::N,хат,llythyr
522,Buch::N,китап,llyfr
523,Buchstabe::N,хәреф,llythyren
524,Zeitung::N,газет,papur newydd
525,Zeitung::N,газета,papur newydd
526,Leben::N,гомер,bywyd
527,Leben::N,тормыш,bywyd
528,Leben::N,тереклек,bywyd
529,Tod::N,үлем,marwolaeth
530,Grab::N,гүр,bedd
531,Grab::N,кабер,bedd
532,Kirche::N,чиркәү,eglwys
533,Sünde::N,язык,pechod
534,Sünde::N,гөнаһ,pechod
535,Gott::N,алла,duw
536,Gott::N,ходай,duw
537,Arbeiter::N,эшче,gweithiwr
538,Chef::N,башлык,pennaeth
539,Meister::N,оста,meistr
540,Arzt::N,врач,meddyg
541,Arzt::N,табиб,meddyg
542,Lehrer::N,укытучы,athro
543,Lehrer::N,мөгаллим,athro
544,Geld::N,акча,pres
545,Geld::N,акча,arian
546,Geschäft::N,эш,busnes
547,Laden::N,кибет,siop
548,Laden::N,магазин,siop
549,Preis::N,бәя,pris
550,Preis::N,бәһа,pris
551,Ware::N,товар,nwydd
552,Nutzen::N,файда,elw
553,Nutzen::N,файда,budd
554,Reichtum::N,байлык,cyfoeth
555,Welt::N,дөнья,byd
556,Land::N,ил,gwlad
557,Staat::N,дәүләт,gwladwriaeth
558,König::N,патша,brenin
559,Macht::N,хакимият,grym
560,Macht::N,хакимият,awdurdod
561,Grenze::N,чик,ffin
562,Grenze::N,чик,goror
563,Krieg::N,сугыш,rhyfel
564,Feind::N,дошман,gelyn
565,Gewalt::N,көчләү,ffyrnigrwydd
566,Kampf::N,көрәш,brwydr
567,Bogen[Waffe]::N,җәя,bwa
568,Pfeil::N,ук,saeth
569,Gewehr::N,мылтык,dryll
570,Fehler::N,хата,gwall
571,Fehler::N,хата,camgymeriad
572,Lüge::N,ялган,celwydd
573,Lüge::N,ялган,anwiredd
574,Schaden::N,зыян,niwed
575,Schaden::N,зыян,difrod
576,Schaden::N,зарар,niwed
577,Schaden::N,зарар,difrod
578,Unglück::N,бәла,anffawd
579,Schuld::N,гаеп,bai
580,Alter::N,яшь,oed
581,Schluss::N,ахыр,diwedd
582,Zeit::N,заман,amser
583,Tag::N,көн,dydd
584,Tag::N,көн,diwrnod
585,Morgen::N,иртә,bore
586,Mittag::N,өйлә,nawn
587,Abend::N,кич,noswaith
588,Nacht::N,төн,nos
589,Woche::N,атна,wythnos
590,Monat::N,ай,mis
591,Jahr::N,ел,blwyddyn
592,Frühling::N,яз,gwanwyn
593,Sommer::N,җәй,haf
594,Herbst::N,көз,hydref
595,Winter::N,кыш,gaeaf
596,Januar::N,гыйнвар,Ionawr
597,Februar::N,февраль,Chwefror
598,März::N,март,Mawrth
599,April::N,апрель,Ebrill
600,Mai::N,май,Mai
601,Juni::N,июнь,Mehefin
602,Juli::N,июль,Gorffennaf
603,August::N,август,Awst
604,September::N,сентябрь,Medi
605,Oktober::N,октябрь,Hydref
606,November::N,ноябрь,Tachwedd
607,Dezember::N,декабрь,Rhagfyr
608,Montag::N,дүшәмбе,dydd Llun
609,Dienstag::N,сишәмбе,dydd Mawrth
610,Mittwoch::N,чәршәмбе,dydd Mercher
611,Donnerstag::N,атнакич,dydd Iau
612,Donnerstag::N,пәнҗешәмбе,dydd Iau
613,Freitag::N,җомга,dydd Gwener
614,Samstag::N,шимбә,dydd Sadwrn
615,Sonntag::N,якшәмбе,dydd Sul
616,groß::A,зур,mawr
617,klein::A,кечкенә,bach
618,lang::A,озын,hir
619,kurz::A,кыска,byr
620,kurz::A,кыска,cwta
621,breit::A,киң,llydan
622,schmal::A,кысык,cul
623,dicht::A,куе,dwys
624,dick[Gegenstand]::A,калын,trwchus
625,dünn::A,нечкә,tenau
626,fein::A,нәзакәтле,main
627,fest::A,нык,cadarn
628,flach::A,яссы,gwastad
629,flach::A,ялпак,gwastad
630,glatt::A,шома,llyfn
631,hart::A,каты,caled
632,weich::A,йомшак,meddal
633,rund::A,түгәрәк,crwn
634,spitz::A,очлы,pigfain
635,scharf::A,үткен,miniog
636,stumpf::A,үтмәс,pŵl
637,schwer::A,салмак,trwm
638,schön::A,гүзәл,teg
639,schön::A,гүзәл,hardd
640,schön::A,гүзәл,prydferth
641,heiß::A,эссе,poeth
642,warm::A,җылы,twym
643,warm::A,җылы,cynnes
644,kalt::A,суык,oer
645,kalt::A,салкын,oer
646,kühl::A,салкынча,oeraidd
647,frisch::A,салкынча,iach
648,feucht::A,юеш,llaith
649,nass::A,дымлы,gwlyb
650,trocken::A,коры,sych
651,voll::A,тулы,llawn
652,leer::A,буш,gwag
653,offen::A,ачык,agored
654,geschlossen::A,йомык,caead
655,geschlossen::A,йомык,caeëdig
656,sauber::A,пакь,glân
657,sauber::A,чиста,glân
658,schmutzig::A,керле,budr
659,schmutzig::A,керле,brwnt
660,schmutzig::A,пычрак,budr
661,schmutzig::A,пычрак,brwnt
662,roh::A,чи,amrwd
663,reif::A,өлгергән,aeddfed
664,lecker::A,тәмле,blasus
665,lecker::A,тәмле,danteithiol
666,süß::A,татлы,melys
667,bitter::A,ачы,chwerw
668,sauer::A,әче,sur
669,hell::A,якты,disglair
670,dunkel::A,кара,tywyll
671,schwarz::A,кара,du
672,weiß::A,ак,gwyn
673,rot::A,кызыл,coch
674,gelb::A,сары,melyn
675,blau::A,күк,glas
676,grün::A,яшел,gwyrdd
677,grau::A,соры,llwyd
678,bunt::A,чуар,lliwgar
679,billig::A,арзан,rhad
680,teuer::A,хаклы,drud
681,wertvoll::A,кыйммәтле,gwerthfawr
682,blind::A,сукыр,dall
683,blind::A,күзсез,dall
684,taub::A,чукрак,byddar
685,taub::A,саңгырау,byddar
686,kräftig::A,егәрле,nerthol
687,kräftig::A,егәрле,grymus
688,stark::A,нык,cryf
689,stark::A,нык,cadarn
690,stark::A,базык,cryf
691,stark::A,базык,cadarn
692,schwach::A,зәгыйфь,gwan
693,fett::A,симез,tew
694,schlank::A,нәзек,main
695,hübsch::A,чибәр,tlws
696,böse::A,усал,drwg
697,dumm::A,акылсыз,twp
698,faul::A,ялкау,diog
699,faul::A,иренчәк,diog
700,fleißig::A,тырыш,dyfal
701,fleißig::A,тырышучан,dyfal
702,geizig::A,саран,crintach
703,geizig::A,саран,cybyddlyd
704,klug::A,акыллы,deallus
705,geschickt::A,маһир,medrus
706,geschickt::A,маһир,deheuig
707,lieb::A,сөекле,hoff
708,lieb::A,сөекле,annwyl
709,lustig::A,күңелле,llon
710,sanft::A,басынкы,mwyn
711,hungrig::A,ач,newynog
712,krank::A,чирле,sâl
