,Concept_ID,tt,cy
713,krank::A,чирле,gwael
714,krank::A,сырхау,sâl
715,krank::A,сырхау,gwael
716,nackt::A,шәрә,noeth
717,traurig::A,ямансу,trist
718,lebendig::A,тере,yn fyw
719,gut::A,яхшы,da
720,schlecht::A,начар,drwg
721,schlecht::A,начар,gwael
722,richtig::A,дөрес,cywir
723,schlimm::A,әшәкә,enbyd
724,wahr::A,чып-чын,gwir
725,alt::A,иске,hen
726,neu::A,яңа,newydd
727,ehemalig::A,элекке,blaenorol
728,alt[Lebewesen]::A,карт,oedrannus
729,jung::A,яшь,ifanc
730,arm::A,фәкыйрь,tlawd
731,reich::A,бай,cyfoethog
732,bekannt::A,таныш,cynefin
733,bekannt::A,таныш,cyfarwydd
734,berühmt::A,атаклы,enwog
735,fremd::A,ят,estron
736,verschieden::A,төрле,gwahanol
737,nah::A,якын,agos
738,fern::A,ерак,pell
739,linker::A,сул,aswy
740,linker::A,сул,chwith
741,rechter::A,уң,de
742,rechter::A,уң,deau
743,anderer::A,бүтән,arall
744,erster::A,беренче,cyntaf
745,zweiter::A,икенче,ail
746,dritter::A,өченче,trydydd
747,letzter::A,ахыргы,olaf
748,allein::ADV,ялгыз,unig
749,allein::ADV,ялгыз,ar ei ben ei hun
750,auf einmal::ADV,бердән,ar yr un pryd
751,zusammen::ADV,бергә,ynghyd
752,zusammen::ADV,бергә,gyda'i gilydd
753,lange::ADV,озак,amser hir
754,plötzlich::ADV,искәрмәстән,yn sydyn
755,sofort::ADV,хәзер,ar unwaith
756,später::ADV,соңрак,yn ddiweddarach
757,jetzt::ADV,хәзер,yn awr
758,heute::ADV,бүген,heddiw
759,morgen::ADV,иртәгә,yfory
760,bald::ADV,тиздән,yn fuan
761,bald::ADV,тиздән,gyda hyn
762,dann::ADV,аннары,yna
763,dann::ADV,аннары,y pryd hwnnw
764,gestern::ADV,кичә,ddoe
765,einst::ADV,берчак,gynt
766,damals::ADV,ул вакытта,ar y pryd
767,damals::ADV,ул вакытта,bryd hynny
768,damals::ADV,ул чакта,ar y pryd
769,damals::ADV,ул чакта,bryd hynny
770,danach::ADV,да,wedyn
771,vorher::ADV,элек,o'r blaen
772,zuerst::ADV,башта,yn gyntaf
773,einmal::ADV,бер,unwaith
774,einmal::ADV,бер мәртәбә,unwaith
775,manchmal::ADV,кайчакта,weithiau
776,manchmal::ADV,кайчакта,ar brydiau
777,oft::ADV,еш,yn aml
778,oft::ADV,еш,yn fynych
779,immer::ADV,һәркайчан,bob amser
780,niemals::ADV,hичбер вакыт,ni ... byth
781,niemals::ADV,hичбер вакыт,ni ... erioed
782,hier::ADV,монда,yma
783,hier::ADV,биредә,yma
784,hierhin::ADV,монда,hyd yma
785,von hier::ADV,моннан,oddi yma
786,dort::ADV,анда,acw
787,dorthin::ADV,тегеләй,tuag yno
788,geradeaus::ADV,турыдан-туры,syth ymlaen
789,vorwärts::ADV,алга,ymlaen
790,rückwärts::ADV,кире,yn ôl
791,zurück::ADV,кире,yn ôl
792,unten::ADV,түбәндә,isod
793,unten::ADV,түбәндә,oddi tanodd
794,hinab::ADV,аска,i lawr
795,hinab::ADV,аска,i waered
796,oben::ADV,өстә,fry
797,oben::ADV,югарыда,fry
798,hinauf::ADV,өскә,i fyny
799,hinauf::ADV,өскә,i'r lan
800,überall::ADV,hәркайда,ym mhobman
801,nicht::ADV,түгел,ni
802,nicht::ADV,түгел,nid
803,ein wenig::ADV,бераз,tipyn
804,ein wenig::ADV,бераз,ychydig
805,kaum::ADV,көчкә,prin
806,sehr::ADV,бик,iawn
807,so::ADV,алай,fel
808,so::ADV,алай,felly
809,noch::ADV,янә,eto
810,noch::ADV,тагын,eto
811,nur::ADV,фәкать,yn unig
812,schon::ADV,инде,eisoes
813,schon::ADV,инде,yn barod
814,wieder::ADV,янә,drachefn
815,wieder::ADV,тагын,drachefn
816,vergebens::ADV,юкка,yn ofer
817,vor::PRP,алдыннан,o flaen
818,hinter::PRP,арттан,ar ôl
819,unter::PRP,астында,islaw
820,durch::PRP,аша,trwy
821,neben::PRP,тирәсендә,ar bwys
822,zwischen::PRP,арасында,rhwng
823,zwischen::PRP,арасында,cydrhwng
824,wegen::PRP,сәбәпле,o achos
825,wegen::PRP,сәбәпле,oherwydd
826,dies::PRN,бу,hyn
827,das::PRN,ул,hynny
828,alles::PRN,һәммә,popeth
829,ich::PRN,мин,fi
830,du::PRN,син,ti
831,er::PRN,ул,fe
832,wir::PRN,без,ni
833,ihr::PRN,сез,chi
834,sie::PRN,ул,hwy
835,was::FPRN,ни,pa beth
836,was::FPRN,нәрсә,pa beth
837,wer::FPRN,кем,pwy
838,wo::FADV,кайда,ble
839,wo::FADV,кайда,ym mha le
840,wohin::FADV,кая,i ble
841,wohin::FADV,кая,i ba le
842,wie::FADV,ничек,sut
843,warum::FADV,нигә,pam
844,wieviel::FNUM,ничә,faint
845,eins::NUM,бер,un
846,zwei::NUM,ике,dau
847,drei::NUM,өч,tri
848,vier::NUM,дүрт,pedwar
849,fünf::NUM,биш,pump
850,sechs::NUM,алты,chwech
851,sieben::NUM,җиде,saith
852,acht::NUM,сигез,wyth
853,neun::NUM,тугыз,naw
854,zehn::NUM,ун,deg
855,elf::NUM,унбер,un ar ddeg
856,zwölf::NUM,унике,deuddeg
857,zwölf::NUM,унике,un deg dau
858,zwanzig::NUM,егерме,ugain
859,dreißig::NUM,утыз,tri deg
860,dreißig::NUM,утыз,deg ar hugain
861,vierzig::NUM,кырык,deugain
862,fünfzig::NUM,илле,hanner cant
863,sechzig::NUM,алтмыш,chwe deg
864,siebzig::NUM,җитмеш,saith deg
865,siebzig::NUM,җитмеш,deg a thrigain
866,achtzig::NUM,сиксән,wyth deg
867,achtzig::NUM,сиксән,pedar ugain
868,neunzig::NUM,туксан,naw deg
869,neunzig::NUM,туксан,deg a phedwar ugain
870,hundert::NUM,йөз,cant
871,tausend::NUM,мең,mil
872,und::CNJ,вә,a
873,oder::CNJ,яки,neu
874,oder::CNJ,яисә,neu
875,stehen::V,тору,sefyll
876,sitzen::V,утыру,eistedd
877,liegen::V,яту,gorwedd
878,hängen::V,эленү,hongian
879,werden::V,булу,dod yn
880,werden::V,булу,mynd yn
881,passieren::V,булу,digwydd
882,beginnen::V,башлану,cychwyn
883,enden::V,бетү,gorffen
884,wechseln::V,үзгәртү,newid
885,aufgehen[Sonne]::V,чыгу,codi
886,untergehen[Sonne]::V,бату,machlud
887,scheinen[Sonne]::V,яктырту,tywynnu
888,donnern::V,күкрәү,taranu
889,wehen::V,исү,chwythu
890,strömen::V,агу,ffrydio
891,fließen::V,агу,llifo
892,sich drehen::V,бөтерелү,troi
893,sich drehen::V,бөтерелү,cylchdroi
894,schwanken::V,икеләнү,siglo
895,schwingen::V,тирбәлү,siglo
896,fallen::V,егылу,cwympo
897,brennen::V,яну,llosgi
898,rauchen::V,төтәү,mygu
899,rauchen::V,төтенләү,mygu
900,regnen::V,яву,glawio
901,gefrieren::V,кату,rhewi
902,tauen::V,эрү,toddi
903,tauen::V,эрү,meirioli
904,tauen::V,эретү,toddi
905,tauen::V,эретү,meirioli
906,schmelzen::V,эрү,toddi
907,schmelzen::V,эретү,toddi
908,trocknen::V,кибү,sychu
909,sieden::V,ургылу,berwi
910,faulen::V,черү,pydru
911,faulen::V,черү,braenu
912,verfaulen::V,черү,pydru
913,verfaulen::V,черү,dadfeilio
914,reißen::V,өзелү,clecian
915,reißen::V,өзелү,torri'n glats
916,versinken::V,бату,suddo
917,vergehen::V,авышу,myned heibio
918,vergehen::V,авышу,pasio
919,erscheinen::V,пәйда булу,ymddangos
920,verschwinden::V,югалу,diflannu
921,verschwinden::V,юк булу,diflannu
922,sinken::V,кимү,syrthio
923,sinken::V,кайту,syrthio
924,abnehmen::V,азаю,lleihau
925,zunehmen::V,арту,cynyddu
926,zunehmen::V,күбәю,cynyddu
927,zunehmen::V,ишәю,cynyddu
928,steigen::V,үсү,codi
929,wachsen::V,үсү,tyfu
930,glänzen::V,ялкылдау,disgleirio
931,funkeln::V,ялтырау,pefrio
932,lärmen::V,шаулау,cadw sŵn
933,lärmen::V,шаулау,gwneud twrw
934,läuten::V,шалтырату,canu
935,klingeln::V,шалтырату,canu
936,klingeln::V,шалтырату,seinio
937,klirren::V,чылтырау,tincian
938,brausen::V,давыллау,rhuo
939,brausen::V,дулау,rhuo
940,rauschen::V,кыштырдау,siffrwd
941,rauschen::V,кыштырдау,chwithrwd
942,klingen::V,ишетелү,seinio
943,bellen::V,өрү,cyfarth
944,heulen::V,улау,udo
945,heulen::V,улау,oernadu
946,blasen::V,өрү,chwythu
947,pfeifen::V,сызгырту,chwibanu
948,schreien::V,кычкыру,gweiddi
949,schreien::V,кычкыру,bloeddio
950,stöhnen::V,ыңгырашу,griddfan
951,zittern::V,калтырау,crynu
952,zittern::V,калтырану,crynu
953,leben::V,яшәү,byw
954,leben::V,гомер итү,byw
955,geboren werden::V,туу,cael eich geni
956,atmen::V,сулау,anadlu
957,trinken::V,эчү,yfed
958,essen::V,ашау,bwyta
959,schlucken::V,йоту,llyncu
960,müde werden::V,ялыгу,blino
961,müde werden::V,йөгенү,blino
962,einschlafen::V,йокыга китү,mynd i gysgu
963,einschlafen::V,йокыга китү,syrthio i gysgu
964,schlafen::V,йоклау,huno
965,schlafen::V,йоклау,cysgu
966,aufwachen::V,уяну,dihuno
967,aufstehen::V,тору,codi
968,sich erholen::V,ял алу,ymlacio
969,sich erholen::V,ял алу,dadflino
970,sich erholen::V,истирахәт итү,ymlacio
971,sich erholen::V,истирахәт итү,dadflino
972,krank werden::V,чирләү,mynd yn sâl
973,krank werden::V,чирләү,mynd yn wael
974,krank sein::V,чирләү,gwaelu
975,schmerzen::V,авырту,brifo
976,husten::V,ютәлләү,pesychu
977,genesen::V,савыгу,gwella
978,genesen::V,савыгу,cael yn ôl
979,genesen::V,сәламәтләнү,gwella
980,genesen::V,сәламәтләнү,cael yn ôl
981,sterben::V,үлү,marw
982,sterben::V,дөнья кую,marw
983,sterben::V,вафат булу,marw
984,umkommen::V,үлү,trengi
985,sich bewegen::V,йөрү,symud
986,sich rühren::V,кыймылдау,syflyd
987,sich erheben::V,басу,codi
988,sich setzen::V,утыру,eistedd
989,hinfallen::V,егылу,cwympo
990,laufen::V,җәяүләү,cerdded
991,schreiten::V,атлау,camu
992,spazierengehen::V,йөрү,mynd am dro
993,spazierengehen::V,йөргенү,mynd am dro
994,eilen::V,ашыгу,rhuthro
995,sich beeilen::V,ашыгу,brysio
996,sich beeilen::V,кызулау,brysio
997,sausen::V,җилдерү,rhuthro
998,rennen::V,йөгерү,rhedeg
999,springen::V,сикерү,llamu
1000,springen::V,сикерү,neidio
1001,klettern::V,үрмәләү,dringo
1002,schaukeln::V,атыну,siglo
1003,kriechen::V,шуышу,cropian
1004,kriechen::V,үрмәләү,cropian
1005,schwimmen::V,йөзү,nofio
1006,tauchen::V,чуму,plymio
1007,tauchen::V,чуму,ymsuddo
1008,rudern::V,ишү,rhwyfo
1009,fahren::V,бару,gyrru
1010,fahren::V,бару,dreifio
1011,fliegen::V,очу,hedfan
1012,gehen::V,йөрү,mynd
1013,weggehen::V,китү,mynd
1014,weggehen::V,китү,ymadael
1015,abfahren::V,кузгалу,ymadael
1016,anhalten::V,тукталу,stopio
1017,hineingehen::V,инү,mynd i mewn
1018,eintreten::V,инү,mynd i
1019,kommen::V,килү,dod
1020,ankommen::V,бару,cyrraedd
1021,zurückkommen::V,кире кайту,dychwelyd
1022,bleiben::V,калу,aros
1023,bleiben::V,калу,sefyll
1024,warten::V,көтү,aros
1025,warten::V,көтү,disgwyl
1026,erwarten::V,көтү,disgwyl
1027,suchen::V,эзләү,chwilio am
1028,finden::V,табу,darganfod
1029,versuchen::V,маташу,profi
1030,versuchen::V,маташу,ceisio
1031,vorbereiten::V,хәзерләү,paratoi
1032,lieben::V,сөю,caru
1033,lieben::V,ярату,caru
1034,mögen::V,өнәү,hoffi
1035,lachen::V,көлү,chwerthin
1036,rühren::V,дулкынландыру,cynhyrfu
1037,weinen::V,елау,wylo
1038,weinen::V,елау,llefain
1039,schimpfen::V,сүгү,grwgnach
1040,schimpfen::V,сүгенү,grwgnach
1041,sich ärgern::V,ачулану,gofidio
1042,sich fürchten::V,курку,ofni
1043,fürchten::V,калтырау,arswydo
1044,fürchten::V,калтырану,arswydo
1045,fliehen::V,арка бирү,ffoi
1046,flüchten::V,качу,dianc
1047,sehen::V,күрү,gweld
1048,anschauen::V,карау,syllu
1049,anschauen::V,карау,edrych
1050,ansehen::V,карау,gwylio
1051,ansehen::V,күзәтү,gwylio
1052,hören::V,ишетү,clywed
1053,zuhören::V,тыңлау,gwrando
1054,probieren::V,тату,profi
1055,riechen::V,иснәү,arogli
1056,fühlen::V,тою,teimlo
1057,fühlen::V,тою,clywed
1058,fühlen::V,сизү,teimlo
1059,fühlen::V,сизү,clywed
1060,scheinen::V,күренү,ymddangos
1061,zu sehen sein::V,күренү,dod i'r golwg
1062,vernehmen::V,ишетү,clywed sôn am
1063,frieren::V,өшү,bod yn oer
1064,frieren::V,күшегү,bod yn oer
1065,tun::V,итү,gwneud
1066,können::V,алу,gallu
1067,wollen::V,теләү,bod mewn angen
1068,anfangen::V,керешү,dechrau
1069,beenden::V,бетерү,darfod
1070,beenden::V,бетерү,gorffen
1071,beenden::V,тәмамлау,darfod
1072,beenden::V,тәмамлау,gorffen
1073,aufhören::V,бетү,peidio
1074,gelingen::V,уңу,llwyddo
1075,geraten::V,сабышу,diweddu
1076,öffnen::V,ачу,agor
1077,schließen::V,ябу,cau
1078,stellen::V,кую,gosod
1079,setzen::V,утырту,gosod
1080,legen::V,яткыру,gosod
1081,berühren::V,тию,cyffwrdd
1082,verbinden::V,ялгау,cysylltu
1083,bedecken::V,өрту,gorchuddio
1084,bedecken::V,каплау,gorchuddio
1085,bedecken::V,томалау,gorchuddio
1086,aufhängen::V,асу,crogi
1087,aufhängen::V,асу,hongian
1088,anzünden::V,кабызу,cynnau
1089,aufheben::V,күтәрү,codi
1090,zurücklassen::V,калдыру,gadael
1091,verlieren::V,югалту,colli
1092,fallen lassen::V,төшерү,gollwng
1093,machen::V,ясау,gwneud
1094,machen::V,эшләү,gwneud
1095,herstellen::V,ясау,cynhyrchu
1096,bauen::V,кору,adeiladu
1097,reparieren::V,төзәтү,trwsio
1098,reparieren::V,төзәтү,atgyweirio
1099,verbessern::V,яхшырту,diwygio
1100,ändern::V,үзгәртү,altro
1101,graben::V,казу,palu
1102,graben::V,казу,cloddio
1103,beugen::V,ию,plygu
1104,biegen::V,бөгү,plygu
1105,drehen::V,бору,troelli
1106,drehen::V,бөтерү,troelli
1107,wenden::V,бору,troi
1108,umdrehen::V,түнтәрү,troi
1109,heben::V,күтәрү,codi
1110,hochheben::V,күтәрү,dyrchafu
1111,ergreifen::V,эләктерү,gafael
1112,halten::V,тоту,dal
1113,drücken::V,кысу,pwyso
1114,drücken::V,кысу,gwasgu
1115,schieben::V,кузгату,gwthio
1116,kratzen::V,тырнау,crafu
1117,lecken::V,ялау,llyfu
1118,beißen::V,тешләү,cnoi
1119,beißen::V,тешләү,brathu
1120,abreißen::V,өзү,tynnu ymaith
1121,abschneiden::V,кыю,torri
1122,abschneiden::V,кисү,torri
1123,binden::V,бәйләү,clymu
1124,stecken::V,төртү,plannu
1125,stecken::V,тыгу,plannu
1126,brechen::V,сындыру,torri
1127,klopfen::V,шаку,taro
1128,klopfen::V,шакылдау,taro
1129,hauen::V,кыйнау,taro
1130,kleben::V,ябыштыру,gludio
1131,reiben::V,ышку,rhwbio
1132,streichen::V,ягу,taenu
1133,schleifen::V,кайрау,hogi
1134,schneiden::V,кисү,torri
1135,rütteln::V,селкетү,ysgytio
1136,schütteln::V,селкетү,siglo
1137,schütteln::V,селкетү,ysgwyd
1138,schwenken::V,болгау,siglo
1139,schütten::V,кою,tywallt
1140,füllen::V,тутыру,llenwi
1141,einwickeln::V,төрү,lapio
1142,tragen::V,ташу,cludo
1143,schleppen::V,сөйрәү,llusgo
1144,schleppen::V,өстерәү,llusgo
1145,ziehen::V,тарту,tynnu
1146,aufbewahren::V,саклау,cadw
1147,werfen::V,ыргыту,taflu
1148,fangen::V,тоту,dal
1149,packen::V,эләктерү,cipio
1150,packen::V,эләктерү,crafangu
1151,verstecken::V,яшерү,celu
1152,verstecken::V,яшерү,cuddio
1153,teilen::V,бүлү,rhannu
1154,schicken::V,җибәрү,anfon
1155,bringen::V,китерү,dod â
1156,hinzufügen::V,өстәү,chwanegu
1157,bekommen::V,алу,cael
1158,erhalten::V,алу,derbyn
1159,nehmen::V,алу,cymryd
1160,wählen::V,сайлау,dewis
1161,auswählen::V,сайлау,dethol
1162,bewahren::V,саклау,cadw
1163,behindern::V,комачаулау,atal
1164,behindern::V,комачаулау,rhwystro
1165,verderben::V,бозу,difetha
1166,beschädigen::V,бозу,niweidio
1167,zerbrechen::V,вату,torri
1168,zerreißen::V,өзү,rhwygo
1169,zerreißen::V,ерту,rhwygo
1170,zerstören::V,җимерү,dinistrio
1171,verbrennen::V,яндыру,llosgi
1172,verbrennen::V,көйдерү,llosgi
1173,geben::V,бирү,rhoi
1174,reichen::V,тапшыру,estyn
1175,schenken::V,бүләкләү,rhoddi
1176,versprechen::V,вәгъдә бирү,addo
1177,wünschen::V,котлау,dymuno
1178,loben::V,мактау,canmol
1179,küssen::V,үбү,cusanu
1180,wiegen::V,тирбәтү,siglo
1181,zudecken::V,ябу,gorchuddio
1182,zudecken::V,бөркәү,gorchuddio
1183,wecken::V,уяту,deffro
1184,zeigen::V,күрсәтү,dangos
1185,führen::V,йөртү,arwain
1186,lehren::V,өйрәтү,dysgu
1187,unterrichten::V,укыту,hyfforddi
1188,aufziehen::V,асрау,dod i fyny
1189,leiten::V,җитәкләү,arwain
1190,antreiben::V,куалау,annog
1191,antreiben::V,әйдәләү,annog
1192,antreiben::V,ашыктыру,annog
1193,lassen::V,мәҗбүр итү,gadael
1194,einladen::V,чакыру,gwahodd
1195,vereinigen::V,берләштерү,uno
1196,vereinigen::V,берләштерү,cyfuno
1197,besuchen::V,керешү,ymweld â
1198,treffen::V,очрату,cwrdd
1199,treffen::V,очрату,cyfarfod
1200,sich versammeln::V,җыелышу,casglu
1201,sich versammeln::V,җыелышу,cynnull
1202,spielen::V,уйнау,chwarae
1203,singen::V,җырлау,canu
1204,tanzen::V,бию,dawnsio
1205,sich trennen::V,аерылу,ymwahanu
1206,sich trennen::V,ташлашу,ymwahanu
1207,verlassen::V,ташлау,gadael
1208,verlassen::V,калдыру,gadael
1209,retten::V,коткару,achub
1210,bewachen::V,каравыллау,gwarchod
1211,schützen::V,ышыклау,noddi
1212,verteidigen::V,яклау,amddiffyn
1213,verteidigen::V,саклау,amddiffyn
1214,sich schlagen::V,сугышу,ffraeo
1215,sich schlagen::V,сугышу,terfysgu
1216,schießen::V,ату,saethu
1217,siegen::V,җиңү,ennill
1218,ärgern::V,ачуландыру,cythruddo
1219,schlagen::V,ору,curo
1220,schlagen::V,бәрү,curo
1221,schlagen::V,тукмау,curo
1222,treten::V,тибү,cicio
1223,stechen::V,кадау,pigo
1224,stoßen::V,этү,gwthio
1225,stehlen::V,урлау,dwyn
1226,stehlen::V,урлау,lladrata
1227,stören::V,комачаулау,aflonyddu
1228,belästigen::V,борчу,trafferthu
1229,belästigen::V,билмазалау,trafferthu
1230,verbergen::V,яшерү,cuddio
1231,täuschen::V,алдату,twyllo
1232,betrügen::V,хәрәмләшү,hocedu
1233,töten::V,үтерү,lladd
1234,wohnen::V,яшәү,byw
1235,arbeiten::V,эшләү,gweithio
1236,sammeln::V,туплау,casglu
1237,pflücken::V,өзү,casglu
1238,jagen::V,аулау,hela
1239,fischen::V,балык тоту,pysgota
1240,fassen::V,тоту,dal
1241,hüten::V,көтү,bugeilio
1242,treiben::V,куалау,gyrru
1243,anbinden::V,бәйләү,clymu
1244,füttern::V,туйдыру,porthi
1245,melken::V,саву,godro
1246,hacken::V,чабу,torri
1247,gießen::V,сугару,dyfrhau
1248,reifen::V,җитешү,aeddfedu
1249,zubereiten::V,пешеренү,coginio
1250,kochen::V,пешерү,berwi
1251,kochen::V,кайнату,berwi
1252,backen::V,пешерү,pobi
1253,backen::V,пешерү,crasu
1254,braten::V,куыру,ffrio
1255,braten::V,кыздыру,ffrio
1256,umrühren::V,бутау,cyffroi
1257,umrühren::V,болгату,cyffroi
1258,stricken::V,бәйләү,gwau
1259,nähen::V,тегү,gwnïo
1260,färben::V,ману,lliwio
1261,reinigen::V,чистарту,glanhau
1262,waschen::V,юу,golchi
1263,abwischen::V,сөртү,sychu
1264,spülen::V,чайкау,streulio
1265,fegen::V,себерү,ysgubo
1266,kehren::V,себерү,ysgubo
1267,baden::V,коену,cael bath
1268,sich waschen::V,юыну,ymolchi
1269,ausziehen::V,чишенү,tynnu
1270,anziehen::V,кию,gwisgo
1271,sich anziehen::V,киенү,ymwisgo
1272,kämmen::V,тарау,cribo
1273,schmücken::V,бизәү,harddu
1274,schmücken::V,бизәү,addurno
1275,schmücken::V,бизәкләү,harddu
1276,schmücken::V,бизәкләү,addurno
1277,sagen::V,дию,dweud
1278,sagen::V,әйтү,dweud
1279,sprechen::V,сөйләү,llefaru
1280,sprechen::V,сөйләшү,llefaru
1281,reden::V,сөйләү,siarad
1282,sich unterhalten::V,сөйләшү,sgwrsio
1283,fragen::V,сорау,gofyn
1284,fragen::V,сорашу,gofyn
1285,bitten::V,үтенү,gofyn am
1286,erzählen::V,сөйләү,dweud
1287,mitteilen::V,белдерү,cyfleu
1288,nennen::V,дию,enwi
1289,rufen::V,дәшү,galw
1290,prahlen::V,мактану,brolio
1291,prahlen::V,мактану,ymffrostio
1292,prahlen::V,шапырыну,brolio
1293,prahlen::V,шапырыну,ymffrostio
1294,übersetzen::V,күчерү,cyfieithu
1295,denken::V,уйлау,meddwl
1296,glauben::V,инану,credu
1297,glauben::V,инану,coelio
1298,bemerken::V,искәрү,sylwi
1299,erkennen::V,тану,adnabod
1300,begreifen::V,аңлау,amgyffred
1301,begreifen::V,төшенү,amgyffred
1302,verstehen::V,аңлау,deall
1303,verstehen::V,төшенү,deall
1304,lernen::V,уку,dysgu
1305,lernen::V,өйрәнү,dysgu
1306,wissen::V,белү,gwybod
1307,sich erinnern an::V,хәтерләү,cofio
1308,vergessen::V,оныту,anghofio
1309,messen::V,үлчәү,mesur
1310,zählen::V,санау,cyfrif
1311,rechnen::V,исәпләү,cyfrifo
1312,lesen::V,уку,darllen
1313,malen::V,рәсем ясау,peintio
1314,malen::V,сурәт ясау,peintio
1315,malen::V,сурәтләү,peintio
1316,zeichnen::V,язу-сызу,tynnu
1317,zeichnen::V,сурәт ясау,tynnu
1318,schreiben::V,язу,ysgrifennu
1319,besitzen::V,биләү,meddu
1320,kaufen::V,алу,prynu
1321,verkaufen::V,сату,gwerthu
1322,bezahlen::V,түләү,talu am
1323,zahlen::V,түләү,talu
1324,beherrschen::V,ия булу,rheoli
1325,beherrschen::V,ия булу,llywodraethu
1326,ertragen::V,чыдау,dioddef
