,Concept_ID,kl,uz
0,Auge::N,isi,ko'z
1,Ohr::N,siut,quloq
2,Mund::N,paaq,og'iz
3,Mund::N,qaneq,og'iz
4,Zahn::N,kigut,tish
5,Zunge::N,oqaq,til
6,Lippe::N,qarloq,dudoq
7,Wange::N,ersaq,bet
8,Gesicht::N,kiinaq,yuz
9,Stirn::N,qaaq,manglay
10,Haar::N,meqqoq,soch
11,Bart::N,umik,soqol
12,Kinn::N,talloq,ängak
13,Kiefer[Anatomie]::N,alleroq,iyak
14,Kehle::N,malaq,bo'g'iz
15,Hals::N,qungaseq,bo'yin
16,Genick::N,pukusuk,gardan
17,Kopf::N,niaqoq,bosh
18,Rücken::N,qimerlut,orqa
19,Bauch::N,naaq,qorin
20,Nabel::N,qalaseq,kindik
21,Busen::N,iviangeq,ämchak
22,Brust::N,iviangeq,ko'krak
23,Schulter::N,ersik,elka
24,Schulter::N,assaqqoq,elka
25,Arm::N,taleq,bilak
26,Ellenbogen::N,ikusik,tirsak
27,Hand::N,assak,qo'l
28,Handfläche::N,itumak,kaft
29,Finger::N,inuak,barmoq
30,Fingernagel::N,kikiak,tirnoq
31,Nagel[Anatomie]::N,kukik,tirnoq
32,Zeh::N,isigak,oyoq barmog'i
33,Ferse::N,kimmik,tovon
34,Knie::N,seeqqoq,tiz
35,Oberschenkel::N,uppat,son
36,Oberschenkel::N,quttoraq,son
37,Bein::N,isigak,oyoq
38,Körper::N,timi,badna
39,Haut::N,mattak,teri
40,Blut::N,aak,qon
41,Ader::N,taqaq,qon tomir
42,Sehne::N,ujalu,tomir
43,Sehne::N,ujaloq,tomir
44,Knochen::N,saanikut,suyak
45,Gehirn::N,qarasaq,miya
46,Herz::N,uummat,qalb
47,Magen::N,aqajaroq,oshqozon
48,Leber::N,tinguk,bag'ir
49,Atem::N,anerneq,dam
50,Hunger::N,kaanneq,ochlik
51,Träne::N,qia,yosh
52,Träne::N,qiak,yosh
53,Geschmack::N,qilanaartuut,tam
54,Geruch::N,tipi,jid
55,Geruch::N,tipik,jid
56,Traum::N,sinnattoq,tush
57,Traum::N,sinnattugaq,tush
58,Himmel::N,qilak,osmon
59,Sonne::N,seqineq,quyosh
60,Mond::N,qaammat,oy
61,Stern::N,ulloriaq,yulduz
62,Luft::N,silaannaq,havo
63,Wind::N,anori,el
64,Wind::N,anorsarik,el
65,Welle::N,aalappaa,to'lqin
66,Wasser::N,imeq,suv
67,Stein::N,ujarak,tosh
68,Boden::N,nateq,tuproq
69,Erde::N,issoq,er
70,Staub::N,pujualanerit,chang
71,Staub::N,pujoralanerit,chang
72,Rauch::N,iseq,tutun
73,Rauch::N,pujoq,tutun
74,Funke::N,illoorneq,yalt
75,Feuer::N,inneq,o't
76,Licht::N,qaamaneq,yorug'
77,Schatten::N,tarraq,soya
78,Wetter::N,sila,havo
79,Nebel::N,pujoq,tuman
80,Wolke::N,nuia,bulut
81,Regen::N,sialuk,yomg'ir
82,Schnee::N,aput,qor
83,Eis::N,siku,muz
84,Frost::N,issi,ajoz
85,Frost::N,issik,ajoz
86,Kälte::N,issi,ajoz
87,Hitze::N,kianneq,issiq
88,Hitze::N,kiassuseq,issiq
89,Raureif::N,kaneq,qirov
90,Regenbogen::N,neriusaaq,kamalak
91,Donner::N,kalleq,guldur
92,Tropfen::N,kuseriarneq,tomchi
93,Schaum::N,qapuk,ko'pik
94,Schmutz::N,minguk,gard
95,See::N,taseq,ko'l
96,Sumpf::N,maqulluk,botqoq
97,Wiese::N,masarsuk,o'tzor
98,Hügel::N,qattuneq,tepa
99,Hügel::N,majuariaq,tepa
100,Hügel::N,majorajaaq,tepa
101,Hügel::N,qaqqannguaq,tepa
102,Berg::N,qaqqaq,tog'
103,Höhle::N,qaarusuk,kavak
104,Abhang::N,ippik,to'sh
105,Abhang::N,sivinganeq,to'sh
106,Abhang::N,sivingajaaq,to'sh
107,Abhang::N,kussangajaaq,to'sh
108,Bach::N,kuunnguaq,o'zan
109,Fluss::N,kuuk,daryo
110,Ufer::N,sissap sinaa,sohil
111,Küste::N,sineriak,qirg'oq
112,Meer::N,imaq,dengiz
113,Bucht::N,ikeq,qo'ltiq
114,Bucht::N,kangerluk,qo'ltiq
115,Bucht::N,kangerliumaneq,qo'ltiq
116,Insel::N,qeqertaq,orol
117,Blume::N,naasoq,gul
118,Gras::N,ivigaq,sabza
119,Wurzel::N,niulutaq,tub
120,Wurzel::N,niulutaq,tomir
121,Baum::N,orpik,daraxt
122,Stamm::N,kanaartaq,o'simta
123,Rinde::N,ameraq,qobiq
124,Ast::N,avalequt,shox
125,Zweig::N,avalequt,butoq
126,Blatt::N,pilutaq,barg
127,Birke::N,patitsit,qayin
128,Weide[Baum]::N,palleq,shum
129,Tanne::N,orsuerneq,archa
130,Horn::N,nassuk,mugiz
131,Feder::N,suluk,par
132,Fell::N,ameq,mo'yna
133,Flügel::N,suluk,qanot
134,Flügel::N,isaroq,qanot
135,Klaue::N,kukik,tirnoq
136,Kralle::N,kukik,tirnoq
137,Schwanz::N,pamioq,quyruq
138,Schwanz::N,paperuusaq,quyruq
139,Ei::N,mannik,tuxum
140,Nest::N,ullut,oshyon
141,Bau::N,ini,o'pqon
142,Tier::N,uumasoq,hayvon
143,Herde::N,unguukkat,gala
144,Kuh::N,ussik,inak
145,Bulle::N,angukulak,ho'kiz
146,Bulle::N,anguteralak,ho'kiz
147,Bulle::N,angutikulooq,ho'kiz
148,Schaf::N,sava,qo'y
149,Schwein::N,puuluki,cho'chqa
150,Hund::N,qimmeq,it
151,Katze::N,puisaaq,mushuk
152,Bär::N,allaq,ayiq
153,Eichhörnchen::N,sissinnguaq,tiyin
154,Fuchs::N,terianniaq,tulki
155,Hase::N,ukaleq,kuyon
156,Maus::N,teriannguaq,sichqon
157,Wolf::N,amaroq,bo'ri
158,Vogel::N,timmiaq,qush
159,Huhn::N,kukkukooq,tovuq
160,Huhn::N,marloraaqaaq,tovuq
161,Hahn::N,kiasiusaq,xo'roz
162,Gans::N,nerleq,g'oz
163,Adler::N,nattoralik,burgut
164,Eule::N,uppik,boyo'g'li
165,Kranich::N,qorlorfik,turna
166,Krähe::N,tuluatsiaq,qarg'a
167,Kuckuck::N,kukkooq,kakku
168,Schwan::N,qussuk,oqkush
169,Fisch::N,aalisagaq,baliq
170,Schlange[Tier]::N,pulateriarsuk,ilon
171,Schlange[Tier]::N,pulateriaarsuk,ilon
172,Spinne::N,aasiaq,o'rgimchak
173,Spinne::N,nissavaarsuk,o'rgimchak
174,Ameise::N,uniaaluk,chumoli
175,Laus::N,kumak,bit
176,Mücke::N,ippernaq,chivin
177,Fliege::N,ippernaq,pashsha
178,Schmetterling::N,paluaq,kapalak
179,Schmetterling::N,pakkaluaq,kapalak
180,Schmetterling::N,utsuppaluaq,kapalak
181,Schmetterling::N,taqaleqisaaq,kapalak
182,Beere::N,paarmaq,meva
183,Beere::N,paarngaq,meva
184,Apfel::N,iipili,olma
185,Pilz::N,anngiusaq,qo'ziqorin
186,Zwiebel::N,uanitsoq,piyoz
187,Saat::N,naatsiiassaq,äkin
188,Korn::N,maannineq,zarra
189,Schale::N,niutsivik,po'choq
190,Schale::N,ilulissaq qaartussaq,po'choq
191,Grube::N,itersaq,co'ra
192,Falle::N,pualavoq,qopqon
193,Schlinge::N,orseq,sirtmoq
194,Schlinge::N,norloq,sirtmoq
195,Spur::N,tumaa,iz
196,Asche::N,arsat,kul
197,Dreck::N,minguk,kir
198,Eisen::N,savimineq,temir
199,Eisen::N,saffiugassaq,temir
200,Gold::N,kuulti,tilla
201,Silber::N,siilviuvoq,kumush
202,Kohle::N,aamarsuit aamaruutissat,ko'mir
203,Glas::N,igalaaq,oyna
204,Glas::N,imertarfik,oyna
205,Glas::N,igalaamineq,oyna
206,Lehm::N,marraq,loy
207,Sand::N,sioqqat,qum
208,Mensch::N,inuk,odam
209,Mensch::N,silamiu,odam
210,Mann::N,angut,ärkak
211,Frau::N,arnaq,ayol
212,Kind::N,meeraq,bola
213,Kind::N,meeraq,kichkintoy
214,Junge::N,nukappiaraq,bola
215,Mädchen::N,arnannguaq,qiz
216,Familie::N,ilaqutakka,oila
217,Familie::N,ilaqutariit,oila
218,Großvater::N,aatak,buva
219,Großvater::N,aatak,katta ota
220,Großmutter::N,aanaq,buvi
221,Großmutter::N,aanaq,katta oyi
222,Eltern::N,angajoqqaat,ota-ona
223,Vater::N,ataata,ota
224,Vater::N,ataataq,ota
225,Mutter::N,anaana,ona
226,Sohn::N,erneq,o'g'il
227,Tochter::N,panik,qiz
228,Bruder::N,ani,og'a
229,Bruder::N,ani,uka
230,Bruder::N,aqqaluk,og'a
231,Bruder::N,aqqaluk,uka
232,Bruder::N,qatanngut,og'a
233,Bruder::N,qatanngut,uka
234,Schwester::N,naja,opa
235,Schwester::N,naja,singil
236,Schwester::N,aleqa,opa
237,Schwester::N,aleqa,singil
238,Schwester::N,qatanngut,opa
239,Schwester::N,qatanngut,singil
240,Onkel::N,akkak,amaki
241,Tante::N,aja,amma
242,Tante::N,aja,xola
243,Tante::N,ajak,amma
244,Tante::N,ajak,xola
245,Tante::N,atsak,amma
246,Tante::N,atsak,xola
247,Ehemann::N,ui,är
248,Ehefrau::N,nuliaq,rafiqa
249,Freude::N,tipaatsussuseq,ayish
250,Gelächter::N,illaq,kulgi
251,Glück::N,usornaat,saodat
252,Glück::N,usornarsuseq,saodat
253,Wunsch::N,kissaat,orzu
254,Lust::N,illigussuseq,rag'bat
255,Lust::N,piummaseq,rag'bat
256,Geist::N,anerneq,ruh
257,Geist::N,toornaq,ruh
258,Gedanke::N,isumassaq,fikr
259,Gedächtnis::N,eqqaamannissuseq,äs
260,Verstand::N,isuma,aql
261,Verstand::N,sianissut,aql
262,Verstand::N,misigissut,aql
263,Verstand::N,sianissuseq,aql
264,Verstand::N,silaqassuseq,aql
265,Sinn::N,isuma,ma'ni
266,Grund::N,patsit,sabab
267,Wahrheit::N,sallusuissut,haq
268,Märchen::N,oqalualaarut,ärtak
269,Märchen::N,oqaluasaaq,ärtak
270,Erzählung::N,oqaluttuaq,rivoyat
271,Nachricht::N,oqaassut,xabar
272,Nachricht::N,oqqersuut,xabar
273,Neuigkeit::N,tusarnartaq,yangilik
274,Name::N,ateq,ot
275,Rätsel::N,nalorsitsaarut,topishmoq
276,Rede::N,oqaluuseq,nutq
277,Sprache::N,oqaatsit,til
278,Stimme::N,erinaq,ovoz
279,Stimme::N,qarluuseq,ovoz
280,Wort::N,oqaasii,so'z
281,Zeichen::N,nalunaaqqut,alomat
282,Ruf::N,qaaqqussut,chaqiriq
283,Lärm::N,perpaluk,taraq
284,Laut::N,torsukattak,tovush
285,Ton::N,erinaq,un
286,Lied::N,taalliaq,ashula
287,Lied::N,erinarsuut,ashula
288,Ruhe::N,qatsunganeq,tinchlik
289,Leute::N,inuiak,xaloyiq
290,Leute::N,inuiaqatigiit,xaloyiq
291,Volk::N,inuiaat,xalq
292,Arbeit::N,suliaq,ish
293,Gast::N,qaaqqusaq,mehmon
294,Geschenk::N,pajugut,hadya
295,Hilfe::N,annertoqqut,yordam
296,Freund::N,tiliaq,do'st
297,Freund::N,ikinngut,do'st
298,Kamerad::N,tiliaq,yo'ldosh
299,Kamerad::N,ikinngut,yo'ldosh
300,Art::N,ileqquuseq,tur
301,Stück::N,nakkaalaniku,parcha
302,Teil::N,tassiaasat,bo'lak
303,Hälfte::N,affaq,yarim
304,Kreis::N,kaajaluinneq or kaajaluitsoq,aylana
305,Kreuz::N,sanningasulik,xoch
306,Linie::N,tittaq,liniya
307,Linie::N,titarneq,liniya
308,Abstand::N,aku,oralik
309,Abstand::N,ikiaq,oralik
310,Entfernung::N,asi,uzoqlik
311,Gegend::N,nuna,yer
312,Platz::N,ini,oralig
313,Platz::N,inissaq,oralig
314,Ort::N,sumiiffik,joy
315,Seite::N,saneraq,yon
316,Mitte::N,qiteq,o'rta
317,Sache::N,pigisaq,buyum
318,Rand::N,sini,chek
319,Rand::N,akerfineq,chek
320,Kante::N,akerfineq,tig'
321,Ecke::N,teqeqqoq,burchak
322,Ecke::N,tikeqqoq,burchak
323,Spitze::N,inngik,uch
324,Ende::N,isu,oxir
325,Loch::N,putu,teshik
326,Winkel::N,teqeqqorissaat,go'sha
327,Muster::N,ilisserut,nusha
328,Größe::N,angissuseq,kattalik
329,Länge::N,takissuseq,uzunlik
330,Gewicht::N,oqimaalutaq,solmoq
331,Menge::N,amerlassuseq,miqdor
332,Haufen::N,eqimattat,uyum
333,Reihe::N,allunaasaq,saf
334,Boot::N,qajaq,qayiq
335,Boot::N,angallat,qayiq
336,Boot::N,umiatsiaq,qayiq
337,Ruder::N,iput,äshkak
338,Schlitten::N,qamutit,chana
339,Schlitten::N,qimusseq,chana
340,Ski::N,ataarut,chang'i
341,Last::N,nammagaq,yuk
342,Schritt::N,allorneq,qadam
343,Norden::N,avannaq,shimol
344,Süden::N,qava,janub
345,Süden::N,kujat,janub
346,Süden::N,kujataa,janub
347,Westen::N,kitaa,g'arb
348,Osten::N,kangi,sharq
349,Holz::N,qisuk,yog'och
350,Brett::N,salliligaq,taxta
351,Platte::N,qaateq,tabaqa
352,Stütze::N,ajagutaq,tayanchi
353,Stütze::N,ajaagutaq,tayanchi
354,Stange::N,kaaviffik,qo'noq
355,Stock::N,ajaappissat,tayoq
356,Stab::N,ajaappissat,gavron
357,Rohr::N,sullulik,tarnov
358,Haus::N,illu,uy
359,Ofen::N,kissarsuut,pechka
360,Fußboden::N,nateq,pol
361,Tisch::N,allattarfik,mosa
362,Stuhl::N,issiavik,o'rindiq
363,Stuhl::N,issiaffik,o'rindiq
364,Wiege::N,uaasoq,beshik
365,Bett::N,nallavik,yotoq
366,Regal::N,ilisivik,tokcha
367,Kiste::N,sakissat,sandiq
368,Kiste::N,illerfiusaq,sandiq
369,Fenster::N,aki,deraza
370,Fenster::N,igalaaq,deraza
371,Tür::N,matu,äshik
372,Tor::N,isaaffik,darvoza
373,Zaun::N,saputit,panjara
374,Dach::N,qaliaq,tom
375,Leiter::N,tummeqqat,narvon
376,Leiter::N,majuartarfiit,narvon
377,Besen::N,saligutit,supurgi
378,Spaten::N,nivaataq,bel
379,Schaufel::N,nivaataq,kurak
380,Gabel::N,qilluaq,bilka
381,Gabel::N,ajassaatit,bilka
382,Löffel::N,alussaat,qoshiq
383,Messer::N,savik,pichoq
384,Nagel::N,kukik,mix
385,Netz::N,anguffaseq,to'r
386,Haken::N,nissik,ilgak
387,Haken::N,qarsorsaq,ilgak
388,Haken::N,qarsorsartoq,ilgak
389,Griff::N,ipi,sop
390,Griff::N,ipi,tutqich
391,Schloss::N,illussaarsuaq,qulf
392,Bild::N,assiliaq,rasm
393,Figur::N,kisitsit,shakl
394,Puppe::N,inuusaq,ko'g'irchoq
395,Bündel::N,qilertaq,bog'lam
396,Tasche::N,pooqattaq,kissa
397,Deckel::N,matu,qopqoq
398,Geschirr::N,anut,idish
399,Tasse::N,tiitorfik,piyola
400,Tasse::N,tiitorfiup ilorlia,piyola
401,Topf::N,qoqqoq,tuvak
402,Kessel::N,uunnaavik,qozon
403,Essen::N,igaaq,tomoq
404,Nahrung::N,neqissaq,emak
405,Speise::N,nerisassat,taom
406,Fleisch::N,neqi,go'sht
407,Getreide::N,maannineq,g'alla
408,Brot::N,iffit,non
409,Brot::N,iffiaq,non
410,Scheibe::N,igalaassiaq,disk
411,Fett::N,tarnutissaq,moy
412,Fett::N,tarnutissiaq,moy
413,Butter::N,punneq,yog'
414,Öl::N,uulia,moy
415,Salz::N,taratsut,tuz
416,Suppe::N,qajoq,sho'rva
417,Honig::N,tungusunnitsuut,asal
418,Milch::N,immuk,sut
419,Tee::N,tii,choy
420,Tee::N,teeq,choy
421,Wolle::N,nuersagassiaq,jun
422,Stoff::N,milliaq,mato
423,Stoff::N,qarlissiaq,mato
424,Nadel::N,meqqut,igna
425,Faden::N,ujalussiaq,ip
426,Knopf::N,attat,tugma
427,Knoten::N,akeroq,tugun
428,Knoten::N,qilerneq,tugun
429,Farbe::N,qalipaat,bo'yok
430,Kleidung::N,atisat,kiyim
431,Kleidung::N,annoraaq,kiyim
432,Hemd::N,ilupaaq,ko'ylak
433,Kragen::N,qungasiinnaq,yoqa
434,Ärmel::N,aaq,yeng
435,Hose::N,qarliit,shim
436,Gürtel::N,qiterut,tasma
437,Gürtel::N,unngersaq,tasma
438,Mütze::N,nasaq,shapka
439,Schuh::N,skuu,but
440,Schuh::N,ikernuk,but
441,Schuh::N,ateraasaq,but
442,Stiefel::N,kamik,botinka
443,Ring::N,assammiu,yuzuk
444,Band::N,qilerutissiaq,rishta
445,Kamm::N,illaagutit,taroq
446,Kamm::N,illaajaatit pl.,taroq
447,Spiegel::N,tarrarsuut,ko'zgu
448,Riemen::N,allunaaq,qayish
449,Schnur::N,kujaaq,bog'ich
450,Schnur::N,allunaasaq,bog'ich
451,Leine::N,aleq,etak
452,Decke::N,qipik,odyol
453,Kissen::N,akit,yostiq
454,Tuch::N,qarlissiaq,gazlama
455,Handtuch::N,allarut,sochiq
456,Handtuch::N,allarterut,sochiq
457,Kraft::N,pissak,kuch
458,Stärke::N,qerattarsaat,quvvat
459,Gesundheit::N,peqqisusseq,sog'lik
460,Krankheit::N,nappaat,kasallik
461,Schmerz::N,anniaat,og'riq
462,Wunde::N,iki,yara
463,Fieber::N,nappaat qanimanartoq,bezgak
464,Arznei::N,imigassaq,dori
465,Brücke::N,ikaartarfik,ko'prik
466,Brunnen::N,tissaluttuliaq,buloq
467,Weide::N,masarsuk,yaylov
468,Pfad::N,aqqut,dorojka
469,Weg::N,aggerfik,yo'l
470,Straße::N,aqqusineq,ko'cha
471,Dorf::N,nunaqarfik,ovul
472,Stadt::N,illorpaat,shahar
473,Stadt::N,illorpalik,shahar
474,Brief::N,allagarsiaq,maktub
475,Buch::N,atuakkat,kitob
476,Buch::N,mappersagaq,kitob
477,Buchstabe::N,naqinneq,harf
478,Zeitung::N,aviisi,gazet
479,Leben::N,inuussuseq,hayot
480,Tod::N,toqu,o'lim
481,Tod::N,toquneq,o'lim
482,Grab::N,iliveq,go'r
483,Grab::N,illissat,go'r
484,Kirche::N,oqaluffik,cherkov
485,Sünde::N,ajorti,gunoh
486,Arbeiter::N,sulisoq,ishchi
487,Chef::N,ittoqut,rais
488,Meister::N,naalagaq,usta
489,Arzt::N,katsorsaasoq,hakim
490,Lehrer::N,ilinniartitsisoq,muallim
491,Geld::N,aningaasat,pul
492,Geschäft::N,niuertarfik,savdo
493,Laden::N,niuertarfik,do'kon
494,Preis::N,aki,baho
495,Ware::N,qaliata pii,mol
496,Ware::N,nioqqutissaq,mol
497,Nutzen::N,iluaqut,foyda
498,Welt::N,nunarsuaq,olam
499,Land::N,nuna,o'lka
500,König::N,kunngi,qirol
501,Macht::N,pissaassuseq,iqtidor
502,Grenze::N,killik,chegara
503,Krieg::N,sorsunneq,harb
504,Feind::N,akeraq,dushman
505,Feind::N,akerartorti,dushman
506,Feind::N,qinngarsuisoq,dushman
507,Kampf::N,sorsunneq,kurash
508,Pfeil::N,qalugiusaq,o'q
509,Gewehr::N,aallaat,vintovka
510,Fehler::N,kukkuneq,xato
511,Fehler::N,paarlaappaa,xato
512,Unglück::N,perluut,balo
513,Schuld::N,akiitsugaq,ayb
514,Schuld::N,akiligassaq,ayb
515,Alter::N,utoqqaq,yosh
516,Schluss::N,isu,tamom
517,Zeit::N,ulloq,vaqt
518,Zeit::N,akuttoqatigiinneq,vaqt
519,Tag::N,ulloq,kun
520,Morgen::N,ullaaq,saboh
521,Mittag::N,ulloqeqqa,kun tushlik
522,Abend::N,unnuk,oqshom
523,Nacht::N,unnuaq,tun
524,Woche::N,sapaatip akunnera,hafta
525,Monat::N,qaammat,oy
526,Jahr::N,ukioq,yil
527,Frühling::N,upernaaq,bahor
528,Sommer::N,aasaq,yoz
529,Herbst::N,ukiaq,kuz
530,Herbst::N,ukiaq,xazon
531,Winter::N,ukioq,qish
532,Januar::N,siulleeq,yanvar'
533,Januar::N,qaammaliaq,yanvar'
534,Februar::N,aarlaat,fevral'
535,März::N,marsi,mart
536,März::N,martsi,mart
537,Mai::N,maaji,may
538,Juni::N,juuni,iyun'
539,Juli::N,juuli,iyul'
540,August::N,aggusti,avgust
541,September::N,septembari,sentyabr'
542,Oktober::N,oktobari,oktyabr'
543,November::N,novembari,noyabr'
544,Dezember::N,detsembari,dekabr'
545,Montag::N,ataasinngortoq,dushanba
546,Dienstag::N,marlunngorneq,seshanba
547,Mittwoch::N,pingasunngorneq,chorshanba
548,Donnerstag::N,sisamanngorneq,payshanba
549,Freitag::N,tallimanngorneq,juma
550,Samstag::N,arfininngorneq,shanba
551,Sonntag::N,sapaat,yakshanba
552,Sonntag::N,sapaati,yakshanba
553,groß::A,angivoq,buyuk
554,klein::A,mikivoq,kichik
555,lang::A,takisooq,uzun
556,kurz::A,naatsoq,qisqa
557,breit::A,silippoq,keng
558,schmal::A,amitsoq,änsiz
559,dicht::A,torsusooq,quyuq
560,dick[Gegenstand]::A,issuvoq,qalin
561,dick[Gegenstand]::A,issusooq,qalin
562,dünn::A,amitsoq,ingichka
563,fein::A,mamarpoq,mayin
564,fest::A,tangeqarpoq,qattiq
565,flach::A,nalimmappoq,yalpoq
566,glatt::A,quasak,tekis
567,hart::A,mattusooq,qattiq
568,hart::A,manngerpoq,qattiq
569,hart::A,titeqquluppoq,qattiq
570,weich::A,nerumaarpoq,yumshoq
571,rund::A,ammallorippoq,yumaloq
572,spitz::A,qummukujooq,uchli
573,scharf::A,ipippoq,keskir
574,stumpf::A,anngerpoq,to'mtoq
575,schwer::A,oqimaappoq,salmoqli
576,schön::A,kusanarpoq,go'zal
577,heiß::A,kiappoq,qiziq
578,warm::A,oqorpoq,issiq
579,kalt::A,issippoq,sovuq
580,kühl::A,pueqqortippoq,salqin
581,feucht::A,isugutavoq,namli
582,feucht::A,qaasernarpoq,namli
583,nass::A,imerorpoq,nam
584,trocken::A,panerpoq,quruq
585,voll::A,ulikkaarpoq,to'la
586,leer::A,imaattuarpoq,puch
587,offen::A,ammavoq,ochiq
588,geschlossen::A,matuvoq,berk
589,sauber::A,eqqippoq,ozoda
590,sauber::A,sukuluippoq,ozoda
591,sauber::A,ipeqanngilaq,ozoda
592,schmutzig::A,tapappoq,kir
593,schmutzig::A,minguppoq,kir
594,roh::A,aapavoq,xom
595,reif::A,qaarulerpoq,pishiq
596,süß::A,tungusunnippoq,shirin
597,bitter::A,qasilippoq,achchiq
598,hell::A,qaamavoq,yorug'
599,dunkel::A,qernerpoq,qorong'i
600,schwarz::A,qernerpoq,qora
601,weiß::A,qaqorpoq,oq
602,rot::A,aappaluppoq,qizil
603,gelb::A,sungaarpoq,sariq
604,blau::A,tungujorpoq,zangori
605,grün::A,qorsooqqippoq,yashil
606,grau::A,qaserpoq,bo'z
607,billig::A,akikippoq,arzon
608,wertvoll::A,erlinnarpoq,qimmat
609,blind::A,tappiippoq,ko'r
610,blind::A,isigisaqanngilaq,ko'r
611,taub::A,tusilarpoq,garang
612,kräftig::A,pissaq,kuchli
613,kräftig::A,pissarsuaq,kuchli
614,stark::A,sanngivoq,quvvatli
615,schwach::A,nakuippoq,kuchsiz
616,fett::A,pualavoq,semiz
617,schlank::A,tuappoq,ingichka
618,hübsch::A,aatsialaq,ko'rkam
619,böse::A,ajorpoq,yovuz
620,dumm::A,taqajak,aqlsiz
621,dumm::A,sikkilluppoq,aqlsiz
622,dumm::A,qaatusimasaqanngilaq,aqlsiz
623,faul::A,eqiasuppoq,ärinchak
624,faul::A,eqiattortuvoq,ärinchak
625,fleißig::A,eqiasuippoq,ishchan
626,geizig::A,iasilaarpoq,qurumsoq
627,geizig::A,tukkuippoq,qurumsoq
628,klug::A,mallak,oqil
629,klug::A,ittanneq,oqil
630,klug::A,kutaappoq,oqil
631,klug::A,kuttaappoq,oqil
632,klug::A,qarasagippoq,oqil
633,lieb::A,akisooq,aziz
634,lustig::A,piikulavoq,chaqchaq
635,sanft::A,isumagippoq,asta
636,hungrig::A,kaappoq,och
637,hungrig::A,perlilerpoq,och
638,krank::A,napparsimavoq,kasal
639,traurig::A,aliasuppoq,xafa
640,lebendig::A,uumavoq,hayotiy
641,gut::A,ajunngilaq,soz
642,schlecht::A,sualuppoq,yomon
643,richtig::A,iluarpoq,rost
644,schlimm::A,amiilaarnarpoq,yovuz
645,wahr::A,ilumoorpoq,haqiqiy
646,alt::A,pisoqaq,äski
647,neu::A,nutaavoq,yangi
648,alt[Lebewesen]::A,utoqqaq,qari
649,jung::A,inuusuppoq,navqiron
650,jung::A,kingulliarsuk,navqiron
651,arm::A,piillasoq,abgor
652,arm::A,piitsuuvoq,abgor
653,reich::A,pisuuvoq,boy
654,berühmt::A,tusaamasaq,mashhur
655,fremd::A,ajasoornarpoq,yot
656,verschieden::A,allatut,turli
657,verschieden::A,tamalaat,turli
658,nah::A,qanippoq,yaqindagi
