,Concept_ID,kv,os
0,Auge::N,син,цӕст
1,Ohr::N,пель,хъус
2,Nase::N,ныр,фындз
3,Mund::N,ӧм,дзых
4,Zahn::N,пинь,дӕндаг
5,Zunge::N,кыв,ӕвзаг
6,Lippe::N,тырп,был
7,Wange::N,рожабан,рус
8,Wange::N,рожабан,уадул
9,Wange::N,рожабан,ӕхсӕрфарс
10,Gesicht::N,бан,цӕсгом
11,Stirn::N,кымӧс,ных
12,Haar::N,юрси,хил
13,Schnurrbart::N,уссэз,рихи
14,Bart::N,тош,зачъе
15,Kinn::N,тшӧка,роцъо
16,Kiefer[Anatomie]::N,ан,ӕфсӕр
17,Kehle::N,юан,хъуыр
18,Hals::N,юан,къубал
19,Genick::N,юр бӧр,къӕбут
20,Kopf::N,юр,сӕр
21,Rücken::N,мышк,фӕсонтӕ
22,Bauch::N,кынӧм,гуыбын
23,Nabel::N,гӧг,бикъ
24,Busen::N,морос,дзидзи
25,Brust::N,морос,риу
26,Schulter::N,пельпон,уӕхск
27,Arm::N,ки,цонг
28,Ellenbogen::N,гырдзза,рæмбын
29,Hand::N,кикар,къух
30,Handfläche::N,ки пыдӧс,армытъӕпӕн
31,Finger::N,чунь,ӕнруылдз
32,Fingernagel::N,гыж,ных
33,Nagel[Anatomie]::N,гыж,ных
34,Zeh::N,чунь,къух
35,Fuß::N,кокпыдӧс,фад
36,Ferse::N,кокдзир,зӕвӕт
37,Knie::N,пидзӧс,уӕраг
38,Oberschenkel::N,лядьбей,агъд
39,Bein::N,кок,зӕнг
40,Körper::N,вывтыр,буар
41,Haut::N,кучик,царм
42,Blut::N,вир,туг
43,Ader::N,сӧн,дадзин
44,Ader::N,сӧн,тугдадзин
45,Sehne::N,жила,хъиутæ
46,Sehne::N,жила,нуар
47,Knochen::N,коска,стӕг
48,Gehirn::N,вем,магъз
49,Herz::N,сьӧлӧм,зӕрдӕ
50,Magen::N,жӧвдӧк,ахсӕн
51,Leber::N,мус,игæр
52,Atem::N,лолалӧм,улӕфт
53,Hunger::N,тшыг,стонг
54,Träne::N,синва,цæссыг
55,Geschmack::N,кӧр,ад
56,Geruch::N,дук,смаг
57,Schlaf::N,он,хуыссӕг
58,Traum::N,вӧт,фын
59,Himmel::N,небо,арв
60,Himmel::N,небо,уӕларв
61,Sonne::N,шондi,хур
62,Mond::N,тӧлiсь,мӕй
63,Stern::N,кӧдзыв,стъалы
64,Luft::N,ру,уӕлдӕф
65,Wind::N,тӧв,дымгӕ
66,Welle::N,гы,уылӕн
67,Wasser::N,ва,дон
68,Stein::N,из,дур
69,Boden::N,му,зӕхх
70,Erde::N,му,сыджыт
71,Staub::N,бус,рыг
72,Rauch::N,тшын,фӕздӕг
73,Funke::N,бичир,цӕхӕр
74,Feuer::N,би,зынг
75,Licht::N,би,рухс
76,Schatten::N,вуджӧр,аууон
77,Wetter::N,погоддя,боныхъӕд
78,Nebel::N,туман,мигъ
79,Wolke::N,кымӧр,ӕврагъ
80,Regen::N,зэр,уарын
81,Schnee::N,лым,мит
82,Eis::N,йы,их
83,Frost::N,мороз,ихæн
84,Kälte::N,кӧдзыт,уазал
85,Hitze::N,ӧд,ӕнтӕф
86,Raureif::N,кижа,халас
87,Regenbogen::N,енӧшка,арвырон
88,Regenbogen::N,енӧшка,арвырдын
89,Donner::N,гым,æрвнæрын
90,Strömung::N,визывтӧм,цыд
91,Tropfen::N,тёп,æртах
92,Schaum::N,быг,фынк
93,Schmutz::N,нять,цъыф
94,See::N,ты,цад
95,Sumpf::N,арай,цъыфдзаст
96,Moor::N,нюр,цъыфдзаст
97,Wiese::N,видз,уыгӕрдӕн
98,Wald::N,вӧр,хъӕд
99,Hügel::N,мыльк,обау
100,Hügel::N,мыльк,къуыбыр
101,Anhöhe::N,вывтас,уæлвæз
102,Anhöhe::N,вывтас,уæлхох
103,Anhöhe::N,вылынін,уæлвæз
104,Anhöhe::N,вылынін,уæлхох
105,Berg::N,керӧс,хох
106,Gipfel::N,йыв,цъупп
107,Höhle::N,нора,лӕгӕт
108,Abhang::N,покат,къул
109,Quelle::N,больган,суадон
110,Bach::N,шор,мӕсчъыдон
111,Fluss::N,ю,дон
112,Fluss::N,ю,цӕугӕдон
113,Ufer::N,берег,был
114,Küste::N,берег,донбыл
115,Festland::N,му,сурзæхх
116,Meer::N,море,денджыз
117,Bucht::N,курья,донбакæлæн
118,Blume::N,цветок,дидинӕг
119,Gras::N,турун,кӕрдӕг
120,Wurzel::N,вуж,уидаг
121,Baum::N,пу,бӕлас
122,Stamm::N,мыр,хӕтӕл
123,Stamm::N,кер,хӕтӕл
124,Rinde::N,кач,цъар
125,Ast::N,ув,арх
126,Zweig::N,ув,къалиу
127,Blatt::N,лист,сыф
128,Birke::N,кыдз,бæрз
129,Kiefer[Baum]::N,пожум,нӕзы
130,Weide[Baum]::N,бадь,хӕрис
131,Tanne::N,кӧз,наз
132,Horn::N,сюр,сыкъа
133,Feder::N,гӧн,сис
134,Fell::N,кучик,царм
135,Flügel::N,борд,базыр
136,Klaue::N,гыж,ных
137,Kralle::N,кабыр,дзӕмбы
138,Schwanz::N,бӧж,къӕдзил
139,Ei::N,кольть,айк
140,Nest::N,поз,ахстон
141,Bau::N,осьта,хуынкъ
142,Bau::N,нора,хуынкъ
143,Tier::N,зверь,сырд
144,Tier::N,зверь,цӕрӕгой
145,Herde::N,гурт,дзуг
146,Herde::N,гурт,рӕгъау
147,Kuh::N,мӧс,хъуг
148,Bulle::N,ӧшка,гал
149,Pferd::N,вӧв,бӕх
150,Schaf::N,баля,фыс
151,Schwein::N,порсь,хуы
152,Hund::N,пон,куыдз
153,Katze::N,кань,гӕды
154,Bär::N,ош,арс
155,Eichhörnchen::N,ур,æхсæрæг
156,Elch::N,вӧр мӧс,цæгатаг саг
157,Fuchs::N,руч,рувас
158,Hase::N,кӧч,тæрхъус
159,Maus::N,шыр,мыст
160,Wolf::N,кӧин,бирӕгъ
161,Vogel::N,кай,цъиу
162,Vogel::N,кай,маргъ
163,Schwarm::N,стая,бал
164,Schwarm::N,чукӧр,бал
165,Huhn::N,курӧг,карк
166,Hahn::N,петух,уасӕг
167,Hahn::N,ай курӧг,уасӕг
168,Gans::N,дзодзог,хъаз
169,Adler::N,куч,цӕргӕс
170,Adler::N,кутш,цӕргӕс
171,Ente::N,утка,ацц
172,Eule::N,тупка, уыг
173,Eule::N,тупка,сидахъ
174,Kranich::N,тури,зырнæг
175,Kranich::N,тури,хърихъупп
176,Krähe::N,рака,халон
177,Kuckuck::N,кӧк,гаккук
178,Schwan::N,юсь,доныхъаз
179,Fisch::N,чери,кӕсаг
180,Barsch::N,ёкыш,окунь
181,Hecht::N,сирпинь,хихор кӕсаг
182,Schlange[Tier]::N,змей,калм
183,Wurm::N,номыр,зулкъ
184,Wurm::N,номыр,къуыдыргалм
185,Spinne::N,черань,хӕлуарӕг
186,Ameise::N,кӧдзывкар,мæлдзыг
187,Laus::N,ляпа той,сыст
188,Mücke::N,ном,къогъо
189,Fliege::N,гут,бындз
190,Schmetterling::N,бабыв,гæлæбу
191,Beere::N,ягӧд,гагадыргъ
192,Apfel::N,яблоко,фӕткъуы
193,Pilz::N,тшак,зокъо
194,Pilz::N,тшак,къозо
195,Zwiebel::N,грез,хъӕдындз
196,Saat::N,кӧдзыс,тауинаг
197,Saat::N,кӧдзыс,мыггаг
198,Korn::N,сю,мыггаг
199,Korn::N,сю,тауинаг
200,Heu::N,турун,хос
201,Schale::N,кыш,цъар
202,Schale::N,киль,цъар
203,Grube::N,яма,урм
204,Grube::N,яма,къахт
205,Grube::N,яма,дзыхъхъ
206,Falle::N,нальк,цъысым
207,Falle::N,нальк,къӕппӕг
208,Falle::N,кляпча,цъысым
209,Falle::N,кляпча,къӕппӕг
210,Schlinge::N,лӧч,цасм
211,Spur::N,туй,фæд
212,Asche::N,пӧим,фӕнык
213,Asche::N,пӧим,ӕртхутӕг
214,Dreck::N,нять,цъыф
215,Eisen::N,кӧрт,ӕфсӕйнаг
216,Gold::N,зарни,сыгъзӕрин
217,Silber::N,язісь,ӕвзист
218,Kohle::N,шом,ӕвзалы
219,Kohle::N,уголь,ӕвзалы
220,Glas::N,стекло,авг
221,Lehm::N,сёй,ӕлыг
222,Sand::N,лыа,змис
223,Mensch::N,морт,лӕг
224,Mensch::N,морт,адӕймаг
225,Mensch::N,морт,удгоймаг
226,Mann::N,мужик,лӕг
227,Mann::N,мужик,нӕлгоймаг
228,Frau::N,инька,сылгоймаг
229,Kind::N,кага,сывӕллон
230,Junge::N,зонка,лӕппу
231,Mädchen::N,нывкаок,чызг
232,Familie::N,семья,бинонтæ
233,Großvater::N,дед,фыдыфыд
234,Großvater::N,дед,мадыфыд
235,Großmutter::N,баб,фыды мад
236,Großmutter::N,баб,мады мад
237,Eltern::N,ай-мам,ныййарджытæ
238,Vater::N,ай,фыд
239,Mutter::N,мам,мад
240,Sohn::N,зон,фырт
241,Tochter::N,ныв,чызг
242,Bruder::N,вон,ӕфсымӕр
243,Schwester::N,сой,хо
244,Onkel::N,дядь,фыдыфсымӕр
245,Tante::N,айӧлӧн сой,мадыхо
246,Tante::N,ичинь,мадыхо
247,Ehemann::N,жӧник,мой
248,Ehefrau::N,инь,ус
249,Freude::N,гаж,цин
250,Freude::N,гаж,циндзинад
251,Freude::N,радъялӧм,цин
252,Freude::N,радъялӧм,циндзинад
253,Gelächter::N,сералӧм,худын
254,Gelächter::N,сералӧм,худт
255,Gelächter::N,сералӧм,худæг
256,Glück::N,мичлун,амонд
257,Kummer::N,шог,хъыг
258,Wunsch::N,мӧдӧм,бӕллиц
259,Wunsch::N,охотитӧм,бӕллиц
260,Lust::N,охота,монц
261,Geist::N,лов,уд
262,Gedanke::N,дума,хъуыды
263,Gedächtnis::N,тӧдвыв,мысæн
264,Gedächtnis::N,тӧдвыв,мысын
265,Gedächtnis::N,тӧдвыв,зæрдылдарын
266,Verstand::N,вежӧр,зонд
267,Sinn::N,ылӧс,нысаниуæг
268,Grund::N,мог,ӕфсон
269,Wahrheit::N,правда,æцæг
270,Gespräch::N,сёрни,ныхас
271,Märchen::N,сказка,аргъау
272,Erzählung::N,висьт,радзырд
273,Nachricht::N,юӧр,уац
274,Nachricht::N,висьталӧм,уац
275,Neuigkeit::N,новость,хабар
276,Name::N,ним,ном
277,Rätsel::N,загадка,уыци-уыци
278,Rätsel::N,загадка,базон-базон
279,Rede::N,сёрни,раныхас
280,Sprache::N,кыв,ӕвзаг
281,Stimme::N,голос,хъӕлӕс
282,Wort::N,кыв,дзырд
283,Zeichen::N,пас,нысан
284,Ruf::N,чуксӧм,сидт
285,Ruf::N,чукӧстӧм,сидт
286,Lärm::N,шум,уынæр
287,Laut::N,шы,зӕл
288,Laut::N,шы,мыр
289,Ton::N,гор,мыр
290,Lied::N,сьыланкыв,зарӕг
291,Ruhe::N,спокой,æнцой
292,Leute::N,йӧз,адӕм
293,Volk::N,йӧз,адӕм
294,Volk::N,народ,адӕм
295,Arbeit::N,удж,фӕллой
296,Gast::N,гӧсь,уазӕг
297,Geschenk::N,гӧснеч,хуын
298,Geschenk::N,подарок,хуын
299,Spiel::N,орсӧм,хъазт
300,Gesellschaft::N,компания,дзыллæ
301,Gesellschaft::N,компания,æхсæнад
302,Hilfe::N,отсӧт,æххуыс
303,Hilfe::N,отсӧт,ахъаз
304,Freund::N,модз,лымӕн
305,Freund::N,дружок,лымӕн
306,Kamerad::N,тӧдса,ӕмбал
307,Angelegenheit::N,дело,хъуыддаг
308,Anzahl::N,лыд,бӕрц
309,Art::N,пӧлӧс,хуыз
310,Art::N,пӧлӧс,хуызад
311,Stück::N,тор,кæрдих
312,Stück::N,тор,комдзаг
313,Teil::N,юкӧм,хай
314,Hälfte::N,джын,æрдæг
315,Hälfte::N,джын,æмбис
316,Kreis::N,круг,зиллакк
317,Kreuz::N,перна,дзуар
318,Linie::N,визь,хахх
319,Strich::N,кырӧв,хахх
320,Abstand::N,колас,æхсæнуат
321,Entfernung::N,ылына,дæрддзæг
322,Entfernung::N,ылына,дардцæг
323,Gegend::N,места,ран
324,Platz::N,места,бууат
325,Ort::N,места,ран
326,Ort::N,места,бынат
327,Seite::N,ладор,фахс
328,Mitte::N,шӧр,астӕу
329,Gegenstand::N,тор,дзаума
330,Sache::N,тор,дзаума
331,Rand::N,дор,кӕрон
332,Kante::N,ордлы,фӕрск
333,Ecke::N,пельӧс,тигъ
334,Ecke::N,пельӧс,фисын
335,Spitze::N,йыв,бырынкъ
336,Ende::N,йыв,кӕрон
337,Loch::N,осьта,хуынкъ
338,Winkel::N,пельӧс,къуым
339,Muster::N,сер,нывæфтыд
340,Muster::N,сер,кæдзист
341,Größe::N,ыжда,ас
342,Länge::N,кузя,дӕргъ
343,Höhe::N,сувда,бæрзонд
344,Höhe::N,сувда,бæрзæнд
345,Höhe::N,сувда,бæрзонддзинад
346,Höhe::N,вылына,бæрзонд
347,Höhe::N,вылына,бæрзæнд
348,Höhe::N,вылына,бæрзонддзинад
349,Gewicht::N,сьӧкта,уӕз
350,Haufen::N,куча,кӕри
351,Reihe::N,лёдз,рӕнхъ
352,Boot::N,пыж,чема
353,Ruder::N,пелыс,къохар
354,Schlitten::N,додь,дзоныгъ
355,Ski::N,лямпа,къахдзоныгътæ
356,Ski::N,лямпа,лыжæтæ
357,Lagerfeuer::N,бипур,арт
358,Last::N,тягота,уаргъ
359,Gang::N,мунӧм,цыд
360,Schritt::N,вожмӧв,санчъех
361,Schritt::N,вожмӧв,къахдзӕф
362,Norden::N,ой,цæгат
363,Süden::N,лун,хуссар
364,Westen::N,рытвыв,ныгуылæн
365,Osten::N,асыв,скæсæн
366,Holz::N,пу,хъӕдӕрмӕг
367,Brett::N,пӧв,фæйнæг
368,Platte::N,плита,къӕй
369,Stütze::N,пика,быцæу
370,Stange::N,зор,хъил
371,Stange::N,потш,хъил
372,Stock::N,бедь,лӕдзӕг
373,Stab::N,шест,хъил
374,Rohr::N,труба,хӕтӕл
375,Haus::N,керку,хӕдзар
376,Heim::N,керку,къона
377,Ofen::N,пӧжавны,пец
378,Fußboden::N,джодж,астӕрд
379,Tisch::N,пызан,стъол
380,Stuhl::N,стул,бандон
381,Wiege::N,зыбка,авдæн
382,Bett::N,кровать,сынтӕг
383,Regal::N,джадж,тӕрхӕг
384,Regal::N,джадж,уӕлвӕйнӕг
385,Kiste::N,ящик,асыкк
386,Fenster::N,ӧшын,рудзынг
387,Fenster::N,ӧшын,фæрссаг
388,Tür::N,ыбӧс,дуар
389,Tor::N,ворота,кулдуар
390,Zaun::N,забор,æмбонд
391,Zaun::N,забор,быру
392,Zaun::N,забор,гæрæн
393,Dach::N,крыша,уӕлхӕдзар
394,Leiter::N,лиснич,асин
395,Besen::N,рос,уисой
396,Spaten::N,зыр,бел
397,Schaufel::N,зыр,æвгæнæн
398,Schaufel::N,зыр,кæфой
399,Gabel::N,вила,вилкæ
400,Löffel::N,пань,уидыг
401,Messer::N,пурт,кард
402,Nagel::N,кӧрттув,зӕгӕл
403,Netz::N,кыйӧт,хыз
404,Haken::N,ем,хæдз
405,Haken::N,ем,хæбырæгъ
406,Griff::N,пу,фистон
407,Schloss::N,замок,гуыдыр
408,Bild::N,картина,ныв
409,Figur::N,мыгӧр,кæрдгæныв
410,Puppe::N,акань,чындз
411,Beutel::N,мешӧк,дзӕкъул
412,Bündel::N,нин,баст
413,Tasche::N,сумка,хызын
414,Tasche::N,сумка,дзæкъул
415,Eimer::N,ведра,къæрта
416,Eimer::N,ведра,чъыбыла
417,Eimer::N,ведра,ведра
418,Deckel::N,вевт,сæр
419,Deckel::N,вевт,æмбæрзæн
420,Geschirr::N,доз,мигæнæн
421,Geschirr::N,доз,мигæнæнтæ
422,Geschirr::N,бекӧрпань,мигæнæн
423,Geschirr::N,бекӧрпань,мигæнæнтæ
424,Sack::N,мешӧк,голлаг
425,Tasse::N,бекӧр,пиала
426,Tasse::N,бекӧр,къус
427,Topf::N,кастрюля,аг
428,Topf::N,кастрюля,чысыл аг
429,Kessel::N,пӧрт,аг
430,Essen::N,сёйӧм,хӕрд
431,Nahrung::N,вердан,хойраг
432,Speise::N,сёян,хӕринаг
433,Fleisch::N,яй,дзидза
434,Fleisch::N,яй,фыдызгъӕл
435,Getreide::N,сю,халсар
436,Brei::N,каша,кас
437,Brot::N,нянь,дзул
438,Scheibe::N,шӧрӧм,къӕбӕр
439,Fett::N,гос,сой
440,Butter::N,ви,нӕлхӕ
441,Öl::N,ви,зети
442,Salz::N,сов,цӕхх
443,Suppe::N,шыд,бас
444,Honig::N,ма,мыд
445,Milch::N,йӧв,ӕхсыр
446,Tee::N,чай,цай
447,Leder::N,кучик,мæскуы
448,Wolle::N,гӧн,фӕсмын
449,Stoff::N,дӧра,хъуымац
450,Nadel::N,ем,судзин
451,Faden::N,сунис,ӕндах
452,Knopf::N,кизь,цӕппӕр
453,Knoten::N,узӧв,ӕлхынцъ
454,Knoten::N,гӧрӧд,ӕлхынцъ
455,Farbe::N,краска,ахорæн
456,Kleidung::N,паськӧм,дарӕс
457,Hemd::N,йӧрнӧс,хӕдон
458,Kragen::N,воротник,æфцæггот
459,Ärmel::N,сос,дыс
460,Hose::N,вешьян,хæлаф
461,Hose::N,вешьян,æддаг хæлаф
462,Hose::N,вешьян,салбар
463,Gürtel::N,йи,рон
464,Mütze::N,шапка,худ
465,Schuh::N,ботинки,басмахъ
466,Stiefel::N,сапог,цырыхъхъ
467,Ring::N,чунькытш,къухдарӕн
468,Band::N,ленточка,лент
469,Kamm::N,сынан,сӕрвасӕн
470,Spiegel::N,зеркало,айдæн
471,Spiegel::N,зеркало,кæсæн
472,Riemen::N,ремень,гӕрз
473,Schnur::N,гез,бӕндӕн
474,Leine::N,повод,
475,Decke::N,одеяло,хъӕццул
476,Kissen::N,подушка,баз
477,Tuch::N,чышьян,кæлмæрзæн
478,Tuch::N,чышьян,кæрдæн
479,Handtuch::N,чышкӧт,хисæрфæн
480,Kraft::N,прак,тых
481,Kraft::N,прак,хъомыс
482,Stärke::N,вын,тых
483,Stärke::N,вын,æхсар
484,Gesundheit::N,здоровье,æнæниздзинад
485,Krankheit::N,шог,низ
486,Krankheit::N,шог,рын
487,Schmerz::N,зубыт,рис
488,Wunde::N,рана,цӕф
489,Fieber::N,лёк тресся,ризӕг
490,Fieber::N,лёк тресся,тӕфсӕг
491,Fieber::N,кынтан шогӧт,ризӕг
492,Fieber::N,кынтан шогӧт,тӕфсӕг
493,Arznei::N,лекарство,хос
494,Brücke::N,пос,хид
495,Brunnen::N,колодец ,цъай
496,Weide::N,пода йирсян,хизæн
497,Weide::N,пода йирсян,хизæнуат
498,Weide::N,пода йирсян,сæрвæт
499,Pfad::N,туй,къахвæндаг
500,Pfad::N,туй,къахвæд
501,Weg::N,туй,фӕндаг
502,Straße::N,туй,фӕндаг
503,Dorf::N,деревня,хъӕу
504,Stadt::N,город,сахар
505,Brief::N,гижӧт,фыстӕг
506,Buch::N,книга,чиныг
507,Buchstabe::N,буква,дамгъӕ
508,Zeitung::N,газета,газет
509,Leben::N,олан,цард
510,Leben::N,олан,цӕрӕнбон
