,Concept_ID,te,de
0,Auge::N,కన్ను,Auge
1,Ohr::N,చెవి,Ohr
2,Nase::N,ముక్కు,Nase
3,Mund::N,నోరు,Mund
4,Zahn::N,పల్లు,Zahn
5,Zunge::N,నాలుక,Zunge
6,Lippe::N,పెదవి,Lippe
7,Wange::N,చెంప,Wange
8,Gesicht::N,ముఖము,Gesicht
9,Stirn::N,నుదురు,Stirn
10,Haar::N,వెండ్రుక,Haar
11,Schnurrbart::N,మీసము,Schnurrbart
12,Bart::N,గడ్డము,Bart
13,Kinn::N,గడ్డము,Kinn
14,Kiefer[Anatomie]::N,దౌడ,Kiefer
15,Kehle::N,గొంతు,Kehle
16,Hals::N,మెడ,Hals
17,Genick::N,మూపు,Genick
18,Kopf::N,తల,Kopf
19,Rücken::N,వెన్ను,Rücken
20,Bauch::N,కడుపు,Bauch
21,Nabel::N,బొడ్డు,Nabel
22,Busen::N,స్తనము,Busen
23,Brust::N,ఱొమ్ము,Brust
24,Schulter::N,భుజము,Schulter
25,Arm::N,చేయి,Arm
26,Ellenbogen::N,మోచేయి,Ellenbogen
27,Hand::N,చేయి,Hand
28,Handfläche::N,అరచేయు,Handfläche
29,Finger::N,చేతిప్రేలు,Finger
30,Fingernagel::N,గోరు,Fingernagel
31,Nagel[Anatomie]::N,గోరు,Nagel
32,Zeh::N,కాలిప్రేలు,Zeh
33,Fuß::N,అడుగు,Fuß
34,Ferse::N,మడమ,Ferse
35,Knie::N,మోకాలు,Knie
36,Oberschenkel::N,తొడ,Oberschenkel
37,Bein::N,కాలు,Bein
38,Körper::N,కాయము,Körper
39,Haut::N,చర్మము,Haut
40,Blut::N,రక్తము,Blut
41,Ader::N,సిర,Ader
42,Sehne::N,స్నాయువు,Sehne
43,Knochen::N,ఎముక,Knochen
44,Gehirn::N,మెదడు,Gehirn
45,Herz::N,హృదయము,Herz
46,Magen::N,కడుపు,Magen
47,Leber::N,కాలేయము,Leber
48,Atem::N,ఉపిరి,Atem
49,Hunger::N,ఆకలి,Hunger
50,Träne::N,కన్నీటిచుక్క,Träne
51,Geschmack::N,రుచి,Geschmack
52,Geruch::N,వాసన,Geruch
53,Schlaf::N,నిద్ర,Schlaf
54,Traum::N,కల,Traum
55,Himmel::N,ఆకాశము,Himmel
56,Sonne::N,సూర్యుడు,Sonne
57,Mond::N,చంద్రుడు,Mond
58,Stern::N,నక్షత్రము,Stern
59,Luft::N,గాలి,Luft
60,Wind::N,వీచుచున్నగాలి,Wind
61,Welle::N,అల,Welle
62,Wasser::N,నీరు,Wasser
63,Stein::N,ఱాయి,Stein
64,Boden::N,నేల,Boden
65,Erde::N,మన్ను,Erde
66,Staub::N,దుమ్ము,Staub
67,Rauch::N,పొగ,Rauch
68,Funke::N,అగ్నికణము,Funke
69,Feuer::N,అగ్ని,Feuer
70,Licht::N,కాంతి,Licht
71,Schatten::N,నీడ,Schatten
72,Wetter::N,వాతావరణ స్థితి,Wetter
73,Nebel::N,పొగమంచు,Nebel
74,Wolke::N,మేఘము,Wolke
75,Regen::N,వాన,Regen
76,Schnee::N,హిమము,Schnee
77,Eis::N,మంచుగడ్డ,Eis
78,Frost::N,పేరిన మంచు,Frost
79,Kälte::N,చలి,Kälte
80,Hitze::N,వేడిమి,Hitze
81,Raureif::N,మంచు,Raureif
82,Regenbogen::N,ఇంద్రధనుస్సు,Regenbogen
83,Donner::N,ఉరుము,Donner
84,Strömung::N,ప్రవాహము,Strömung
85,Tropfen::N,చుక్క,Tropfen
86,Schaum::N,నురుగు,Schaum
87,Schmutz::N,మైల,Schmutz
88,See::N,సరస్సు,See
89,Sumpf::N,చిత్తడినేల,Sumpf
90,Moor::N,చిత్తడినేల,Moor
91,Wiese::N,పచ్చిక బయలు,Wiese
92,Wald::N,అడవి,Wald
93,Hügel::N,చివ్నకొండ,Hügel
94,Anhöhe::N,కొండ,Anhöhe
95,Berg::N,పర్వతము,Berg
96,Gipfel::N,శిఖరము,Gipfel
97,Höhle::N,గుహ,Höhle
98,Abhang::N,ఏటవాలు,Abhang
99,Quelle::N,మూలము,Quelle
100,Bach::N,కాలువ,Bach
101,Fluss::N,నది,Fluss
102,Ufer::N,తీరము,Ufer
103,Küste::N,తీరము,Küste
104,Festland::N,భూమి,Festland
105,Meer::N,సముద్రము,Meer
106,Bucht::N,మరుగు,Bucht
107,Insel::N,దీవి,Insel
108,Blume::N,పుష్పము,Blume
109,Gras::N,పచ్చగడ్డి,Gras
110,Wurzel::N,వేరు,Wurzel
111,Baum::N,చెట్టు,Baum
112,Stamm::N,చెట్టుబోదె,Stamm
113,Rinde::N,చెట్టుపట్ట,Rinde
114,Ast::N,కొమ్మ,Ast
115,Zweig::N,చివుకు,Zweig
116,Blatt::N,ఆకు,Blatt
117,Birke::N,తరహా చెట్టు,Birke
118,Kiefer[Baum]::N,దేవదారు చెట్టు,Kiefer
119,Weide[Baum]::N,జాతిచెట్టు,Weide
120,Tanne::N,దేవదారుచెట్టు,Tanne
121,Horn::N,కొమ్ము,Horn
122,Feder::N,ఈక,Feder
123,Fell::N,తోలు,Fell
124,Flügel::N,ఱెక్క,Flügel
125,Klaue::N,వంకరగోరు,Klaue
126,Kralle::N,వంకరగోరు,Kralle
127,Schwanz::N,తోక,Schwanz
128,Ei::N,గ్రుడ్డు,Ei
129,Nest::N,పక్షిగూడు,Nest
130,Bau::N,గుహ,Bau
131,Tier::N,జంతువు,Tier
132,Herde::N,మంద,Herde
133,Kuh::N,ఆవు,Kuh
134,Bulle::N,గిత్త,Bulle
135,Pferd::N,గుఱ్ఱము,Pferd
136,Schaf::N,గొఱ్ఱె,Schaf
137,Schwein::N,పంది,Schwein
138,Hund::N,కుక్క,Hund
139,Katze::N,పిల్లి,Katze
140,Bär::N,ఎలుగుబంటి,Bär
141,Eichhörnchen::N,ఉడుత,Eichhörnchen
142,Elch::N,కణంజు,Elch
143,Fuchs::N,గుంటనక్క,Fuchs
144,Hase::N,కుందేలు,Hase
145,Maus::N,చిట్టెలుక,Maus
146,Wolf::N,తోడేలు,Wolf
147,Vogel::N,పక్షి,Vogel
148,Schwarm::N,గుంపు,Schwarm
149,Huhn::N,కోడిపిల్ల,Huhn
150,Hahn::N,కోడివుంజు,Hahn
151,Gans::N,ఆడుబాతు,Gans
152,Adler::N,గ్రద్ద,Adler
153,Ente::N,పాట్టిబాతు,Ente
154,Eule::N,గ్రుడ్లగూబ,Eule
155,Kranich::N,కొంగ,Kranich
156,Krähe::N,కాకి,Krähe
157,Kuckuck::N,కోయల,Kuckuck
158,Schwan::N,హంస,Schwan
159,Fisch::N,చేప,Fisch
160,Barsch::N,ఒకచేఁప,Barsch
161,Hecht::N,గండుమీను,Hecht
162,Schlange[Tier]::N,పాము,Schlange
163,Wurm::N,పురుగు,Wurm
164,Spinne::N,సాలె పురుగు,Spinne
165,Ameise::N,చీమ,Ameise
166,Laus::N,పేను,Laus
167,Mücke::N,చీకటీగ,Mücke
168,Fliege::N,ఈగ,Fliege
169,Schmetterling::N,సీతాకోకచిలుక,Schmetterling
170,Beere::N,కాయ,Beere
171,Apfel::N,ఆపిల్ పండు,Apfel
172,Pilz::N,కుక్కగొడుగు,Pilz
173,Zwiebel::N,నీరుల్లి,Zwiebel
174,Saat::N,విత్తనము,Saat
175,Korn::N,గింజ,Korn
176,Heu::N,ఎండుగడ్డి,Heu
177,Schale::N,పొట్టు,Schale
178,Grube::N,గొయ్యి,Grube
179,Falle::N,బోను,Falle
180,Schlinge::N,ఉరి,Schlinge
181,Spur::N,జాడ,Spur
182,Asche::N,బూడిద,Asche
183,Dreck::N,ముఱికి,Dreck
184,Eisen::N,ఇనుము,Eisen
185,Gold::N,బంగారము,Gold
186,Silber::N,వెండి,Silber
187,Kohle::N,నేలబొగ్గు,Kohle
188,Glas::N,గాజు,Glas
189,Lehm::N,బంకమన్ను,Lehm
190,Sand::N,ఇసుక,Sand
191,Mensch::N,నరుడు,Mensch
192,Mann::N,పురుమడు,Mann
193,Frau::N,ఆడుది,Frau
194,Kind::N,బిడ్డ,Kind
195,Junge::N,బాలుడు,Junge
196,Mädchen::N,బాలిక,Mädchen
197,Familie::N,కుటుంబము,Familie
198,Großvater::N,తాత,Großvater
199,Großmutter::N,అయ్యమ్మ,Großmutter
200,Eltern::N,తల్లితండ్రులు,Eltern
201,Vater::N,తండ్రి,Vater
202,Mutter::N,తల్లి,Mutter
203,Sohn::N,కొడుకు,Sohn
204,Tochter::N,కూతురు,Tochter
205,Bruder::N,పోదరుడు,Bruder
206,Schwester::N,సోదరి,Schwester
207,Onkel::N,మేనమామ,Onkel
208,Tante::N,మేనత్త,Tante
209,Tante::N,పినతల్లి,Tante
210,Ehemann::N,భర్త,Ehemann
211,Ehefrau::N,భార్య,Ehefrau
212,Freude::N,సంతోషము,Freude
213,Gelächter::N,నవ్వు,Gelächter
214,Glück::N,సంతోషము,Glück
215,Kummer::N,దుఃఖము,Kummer
216,Wunsch::N,కోరిక,Wunsch
217,Lust::N,కోరిక,Lust
218,Geist::N,ఆత్మ,Geist
219,Gedanke::N,ఆలోచన,Gedanke
220,Gedächtnis::N,జ్ఞాపకము,Gedächtnis
221,Verstand::N,మనస్సు,Verstand
222,Sinn::N,అర్థము,Sinn
223,Grund::N,కారణము,Grund
224,Wahrheit::N,సత్యము,Wahrheit
225,Gespräch::N,పంభాషణ,Gespräch
226,Märchen::N,అద్భుతకథ,Märchen
227,Erzählung::N,కథ,Erzählung
228,Nachricht::N,వార్త,Nachricht
229,Neuigkeit::N,వార్త,Neuigkeit
230,Name::N,పేరు,Name
231,Rätsel::N,చిక్కు,Rätsel
232,Rede::N,ఉపన్యాసము,Rede
233,Sprache::N,భాష,Sprache
234,Stimme::N,కంరథ్సని,Stimme
235,Wort::N,మాట,Wort
236,Zeichen::N,గుర్తు,Zeichen
237,Ruf::N,పిలువు,Ruf
238,Lärm::N,సందడి,Lärm
239,Laut::N,ధ్వని,Laut
240,Ton::N,స్వరము,Ton
241,Lied::N,పాట,Lied
242,Ruhe::N,గాలిలేమి,Ruhe
243,Leute::N,జనులు,Leute
244,Volk::N,జాతి,Volk
245,Arbeit::N,పని,Arbeit
246,Gast::N,అతిధి,Gast
247,Geschenk::N,దానము,Geschenk
248,Spiel::N,ఆట,Spiel
249,Gesellschaft::N,జట్టు,Gesellschaft
250,Hilfe::N,సాహాయ్యము,Hilfe
251,Freund::N,స్నేహితుడు,Freund
252,Kamerad::N,చెలికాడు,Kamerad
253,Angelegenheit::N,విషయము,Angelegenheit
254,Anzahl::N,లెక్క,Anzahl
255,Art::N,జాతి,Art
256,Stück::N,తునుక,Stück
257,Teil::N,భాగము,Teil
258,Hälfte::N,సగము,Hälfte
259,Kreis::N,వృత్తము,Kreis
260,Kreuz::N,సిలువ,Kreuz
261,Linie::N,గీత,Linie
262,Strich::N,గీత,Strich
263,Abstand::N,సందు,Abstand
264,Entfernung::N,దూరము,Entfernung
265,Gegend::N,విస్తీర్ణము,Gegend
266,Platz::N,ఎడము,Platz
267,Ort::N,స్థలము,Ort
268,Seite::N,ప్రక్క,Seite
269,Mitte::N,నడిమి,Mitte
270,Gegenstand::N,పద్దు,Gegenstand
271,Sache::N,వస్తువు,Sache
272,Rand::N,అంచు,Rand
273,Kante::N,అంచు,Kante
274,Ecke::N,మూల,Ecke
275,Spitze::N,మొన,Spitze
276,Ende::N,కొన,Ende
277,Loch::N,రంధ్రము,Loch
278,Winkel::N,కోణము,Winkel
279,Muster::N,మాదిరి,Muster
280,Größe::N,పరిమాణము,Größe
281,Länge::N,పొడుగు,Länge
282,Höhe::N,పొడుగు,Höhe
283,Gewicht::N,భారము,Gewicht
284,Menge::N,మొత్తము,Menge
285,Haufen::N,రాశి,Haufen
286,Reihe::N,వరుస,Reihe
287,Boot::N,పడవ,Boot
288,Ruder::N,అడక,Ruder
289,Schlitten::N,సరవండ్లు,Schlitten
290,Ski::N,స్కీ,Ski
291,Lagerfeuer::N,నెగడు,Lagerfeuer
292,Last::N,బరువు,Last
293,Gang::N,నడక,Gang
294,Schritt::N,అడుగు,Schritt
295,Norden::N,ఉత్తరదిక్కు,Norden
296,Süden::N,దక్షిణము,Süden
297,Westen::N,పడమర,Westen
298,Osten::N,తూర్పు,Osten
299,Holz::N,కొయ్య,Holz
300,Brett::N,పలక,Brett
301,Platte::N,పలక,Platte
302,Stütze::N,వాల్సేడ్లు,Stütze
303,Stange::N,స్తంభము,Stange
304,Stock::N,కఱ్ఱ,Stock
305,Stab::N,కఱ్ఱ,Stab
306,Rohr::N,గొట్టము,Rohr
307,Haus::N,ఇల్లు,Haus
308,Heim::N,స్వగృహము,Heim
309,Ofen::N,పొయ్యి,Ofen
310,Fußboden::N,నేల,Fußboden
311,Tisch::N,మేజా,Tisch
312,Stuhl::N,కుర్చీ,Stuhl
313,Wiege::N,ఉయ్యాల,Wiege
314,Bett::N,పడక,Bett
315,Bett::N,మంచం,Bett
316,Regal::N,అటక,Regal
317,Kiste::N,వెట్టె,Kiste
318,Fenster::N,కిటికి,Fenster
319,Tür::N,ద్వారము,Tür
320,Tor::N,ద్వారము,Tor
321,Zaun::N,కంచె,Zaun
322,Dach::N,ఇంటివైకప్పు,Dach
323,Leiter::N,నిచ్చెన,Leiter
324,Besen::N,చీపురుకట్ట,Besen
325,Spaten::N,పాఱ,Spaten
326,Schaufel::N,పాఱ,Schaufel
327,Gabel::N,ముండ్లగరిటె,Gabel
328,Löffel::N,గరిటె,Löffel
329,Messer::N,కత్తి,Messer
330,Nagel::N,మేకు,Nagel
331,Netz::N,వల,Netz
332,Haken::N,కొక్కెము,Haken
333,Griff::N,పిడి,Griff
334,Schloss::N,తాళము,Schloss
335,Bild::N,చిత్రము,Bild
336,Figur::N,రూపము,Figur
337,Puppe::N,బొమ్మ,Puppe
338,Beutel::N,సంచి,Beutel
339,Bündel::N,మూట,Bündel
340,Tasche::N,సంచి,Tasche
341,Eimer::N,చేద,Eimer
342,Deckel::N,మూత,Deckel
343,Geschirr::N,వంటకాలు,Geschirr
344,Sack::N,గోనెసంచి,Sack
345,Tasse::N,గిన్నె,Tasse
346,Topf::N,కుండ,Topf
347,Kessel::N,నీరుకాచుపాత్ర,Kessel
348,Essen::N,ఆహారము,Essen
349,Nahrung::N,ఆహారము,Nahrung
350,Speise::N,ఆహారము,Speise
351,Fleisch::N,మాంసము,Fleisch
352,Getreide::N,ధాన్యము,Getreide
353,Brei::N,గుజ్జు,Brei
354,Brot::N,రొట్టె,Brot
355,Scheibe::N,బద్ద,Scheibe
356,Fett::N,క్రొవ్వు,Fett
357,Butter::N,వెన్న,Butter
358,Öl::N,నూనె,Öl
359,Salz::N,ఉప్పు,Salz
360,Suppe::N,చారు,Suppe
361,Honig::N,తెనె,Honig
362,Milch::N,పాలు,Milch
363,Tee::N,తేనీరు,Tee
364,Leder::N,బాగుచేసివతోలు,Leder
365,Wolle::N,ఉన్ని,Wolle
366,Stoff::N,బట్ట,Stoff
367,Nadel::N,సూది,Nadel
368,Faden::N,దారము,Faden
369,Knopf::N,బొత్తాము,Knopf
370,Knoten::N,ముడి,Knoten
371,Farbe::N,రంగు,Farbe
372,Kleidung::N,బట్టలు,Kleidung
373,Hemd::N,చొక్కాయ,Hemd
374,Kragen::N,మాల,Kragen
375,Ärmel::N,చొక్కాయచెయ్యి,Ärmel
376,Hose::N,ఇజారు,Hose
377,Gürtel::N,పటకా,Gürtel
378,Mütze::N,టోపి,Mütze
379,Schuh::N,పాదరక్ష,Schuh
380,Stiefel::N,బూటు,Stiefel
381,Ring::N,ఉంగరము,Ring
382,Band::N,నాడా,Band
383,Kamm::N,దువ్వెన,Kamm
384,Spiegel::N,అద్దము,Spiegel
385,Riemen::N,వాడా,Riemen
386,Schnur::N,దారము,Schnur
387,Leine::N,వారు,Leine
388,Decke::N,కంబళి,Decke
389,Kissen::N,తలగడ,Kissen
390,Tuch::N,బట్ట,Tuch
391,Handtuch::N,తువాలు,Handtuch
392,Kraft::N,బలము,Kraft
393,Stärke::N,శక్తి,Stärke
394,Gesundheit::N,ఆరోగ్యము,Gesundheit
395,Krankheit::N,రోగము,Krankheit
396,Schmerz::N,నొప్పి,Schmerz
397,Wunde::N,గాయము,Wunde
398,Fieber::N,జ్వరము,Fieber
399,Arznei::N,మందు,Arznei
400,Brücke::N,వంతెన,Brücke
401,Brunnen::N,బావి,Brunnen
402,Brunnen::N,కూపము,Brunnen
403,Brunnen::N,నుయ్యి,Brunnen
404,Weide::N,పచ్చికబయలు,Weide
405,Pfad::N,కాలిత్రోవ,Pfad
406,Weg::N,మార్గము,Weg
407,Straße::N,బాట,Straße
408,Dorf::N,గ్రామము,Dorf
409,Stadt::N,పట్టణము,Stadt
410,Brief::N,జాబు,Brief
411,Buch::N,పుస్తకము,Buch
412,Buchstabe::N,అక్షరము,Buchstabe
413,Zeitung::N,వార్తాపత్రిక,Zeitung
414,Leben::N,ప్రాణము,Leben
415,Tod::N,మరణము,Tod
416,Grab::N,సమాధి,Grab
417,Kirche::N,క్రెస్తవులగుడి,Kirche
418,Sünde::N,పాపము,Sünde
419,Gott::N,దేవుడు,Gott
420,Arbeiter::N,పనిపాటుచేశేవాడు,Arbeiter
421,Chef::N,యజమానుడు,Chef
422,Meister::N,కళాకారుడు,Meister
423,Arzt::N,వైద్యుడు,Arzt
424,Lehrer::N,ఉపాధ్యాయుడు,Lehrer
425,Geld::N,ద్రవ్యము,Geld
426,Geschäft::N,వ్యాపారము,Geschäft
427,Laden::N,అంగడి,Laden
428,Preis::N,వెల,Preis
429,Ware::N,సరకులు,Ware
430,Nutzen::N,ప్రయోజనము,Nutzen
431,Reichtum::N,ధనము,Reichtum
432,Welt::N,ప్రపంచము,Welt
433,Land::N,దేశము,Land
434,Staat::N,రాజ్యము,Staat
435,König::N,రాజు,König
436,Macht::N,అధికారము,Macht
437,Grenze::N,సరిహద్దు,Grenze
438,Krieg::N,యుద్ధము,Krieg
439,Feind::N,శత్రువు,Feind
440,Gewalt::N,దౌర్జన్యము,Gewalt
441,Kampf::N,పోట్లాట,Kampf
442,Bogen[Waffe]::N,విల్లు,Bogen
443,Pfeil::N,బాణము,Pfeil
444,Gewehr::N,తుపాకి,Gewehr
445,Fehler::N,తప్ప,Fehler
446,Lüge::N,అసత్యము,Lüge
447,Schaden::N,నష్టము,Schaden
448,Unglück::N,దురదృష్టము,Unglück
449,Schuld::N,తప్పు,Schuld
450,Alter::N,వయస్సు,Alter
451,Schluss::N,ముగింపు,Schluss
452,Zeit::N,కాలము,Zeit
453,Tag::N,దినము,Tag
454,Morgen::N,ఉదయము,Morgen
455,Mittag::N,మధ్యాహ్నము,Mittag
456,Abend::N,సాయంకాలము,Abend
457,Nacht::N,రత్రి,Nacht
458,Woche::N,వారము,Woche
459,Monat::N,నెల,Monat
460,Jahr::N,సంవత్సరము,Jahr
461,Frühling::N,వసంతకాలము,Frühling
462,Sommer::N,వేసవికాము,Sommer
463,Herbst::N,ఆకురాలుకాలము,Herbst
464,Winter::N,శీతకాలము,Winter
465,Januar::N,జనవరి,Januar
466,Februar::N,ఫిబ్రవరి,Februar
467,März::N,మార్చి,März
468,April::N,ఏప్రిలు,April
469,Mai::N,మే,Mai
470,Juni::N,జూన్,Juni
471,Juli::N,జూలై,Juli
472,August::N,ఆగస్టు,August
473,September::N,సెప్ఠెంబరు,September
474,Oktober::N,అక్టోబరు,Oktober
475,November::N,నవంబరు,November
476,Dezember::N,డిసెంబర్,Dezember
477,Montag::N,సోమవారము,Montag
478,Dienstag::N,మంగళవారము,Dienstag
479,Mittwoch::N,బుధవారము,Mittwoch
480,Donnerstag::N,గురువారము,Donnerstag
481,Freitag::N,శుక్రవారము,Freitag
482,Samstag::N,శనివారము,Samstag
483,Sonntag::N,ఆదివారము,Sonntag
484,groß::A,గొప్పైన,groß
485,klein::A,చిన్న,klein
486,lang::A,పొడుగాటి,lang
487,kurz::A,పొట్టి,kurz
488,breit::A,వెడల్పైన,breit
489,schmal::A,ఇఱుకైన,schmal
490,dicht::A,దట్టమైన,dicht
491,dick[Gegenstand]::A,దట్టమైన,dick
492,dünn::A,పలుచని,dünn
493,fein::A,నాజాకైన,fein
494,fest::A,దృడమైవ,fest
495,flach::A,చదువైన,flach
496,glatt::A,నున్నని,glatt
497,hart::A,కఠినమైన,hart
498,weich::A,మృదువైన,weich
499,rund::A,గుండ్రని,rund
500,spitz::A,మొనగల,spitz
501,scharf::A,పదనైన,scharf
502,stumpf::A,వాడిలేని,stumpf
503,schwer::A,బరువ్తెన,schwer
504,schön::A,సుందరమైన,schön
505,heiß::A,వేడియైన,heiß
506,warm::A,వెచ్చని,warm
507,kalt::A,చల్లని,kalt
508,kühl::A,చల్లని,kühl
509,frisch::A,తాజాయైన,frisch
510,feucht::A,చెమ్మగానున్న,feucht
511,nass::A,తడిగామన్న,nass
512,trocken::A,ఎండిన,trocken
513,voll::A,నిండు,voll
514,leer::A,శూన్యమైన,leer
515,offen::A,తెఱచియున్న,offen
516,geschlossen::A,మూసిన,geschlossen
517,sauber::A,పరిశుద్ధమైన,sauber
518,schmutzig::A,ముఱికియైన,schmutzig
519,roh::A,పచ్చి,roh
520,reif::A,పండివ,reif
521,lecker::A,రుచి గల,lecker
522,süß::A,తియ్యని,süß
523,bitter::A,చేదైన,bitter
524,sauer::A,పుల్లని,sauer
525,hell::A,కాంతిగల,hell
526,dunkel::A,చీకటియైన,dunkel
527,schwarz::A,నల్లని,schwarz
528,weiß::A,తెలుపు,weiß
529,rot::A,ఎఱ్ఱని,rot
530,gelb::A,పసుపు పచ్చ,gelb
531,blau::A,నీలవర్ణము,blau
532,grün::A,ఆకుపచ్చని,grün
533,grau::A,నెరిసిన,grau
534,bunt::A,రంగేలీ,bunt
535,billig::A,చౌకయైన,billig
536,teuer::A,వెలపొడుగైన,teuer
537,wertvoll::A,విలుప్తెన,wertvoll
538,blind::A,గ్రుడ్డి,blind
539,taub::A,చెవిటి,taub
540,kräftig::A,శక్తి గల,kräftig
541,stark::A,బలమైన,stark
542,schwach::A,బలహీనమైన,schwach
543,fett::A,క్రొవ్విన,fett
544,schlank::A,సన్నని,schlank
545,hübsch::A,సాగప్తెన,hübsch
546,böse::A,చెడ్డ,böse
547,dumm::A,తెలివిలేని,dumm
548,faul::A,సోమరియైన,faul
549,fleißig::A,శ్రద్దగల,fleißig
550,geizig::A,పిసినారియైన,geizig
551,klug::A,తెలివిగల,klug
