,Concept_ID,xal,eu
0,Auge::N,нүдн,begi
1,Ohr::N,чикн,belarri
2,Nase::N,хамр,sudur
3,Mund::N,амн,aho
4,Zahn::N,шүдн,hortz
5,Zunge::N,келн,mihi
6,Lippe::N,урл,ezpain
7,Wange::N,халх,masail
8,Gesicht::N,нүр,aurpegi
9,Stirn::N,маңна,bekoki
10,Haar::N,үсн,ile
11,Haar::N,үсн,bilo
12,Schnurrbart::N,сахл,bibote
13,Schnurrbart::N,сахл,sudurpeko
14,Bart::N,сахл,bizar
15,Bart::N,өргнә сахл,bizar
16,Kinn::N,өргн,kokots
17,Kiefer[Anatomie]::N,өргн,masailezur
18,Kehle::N,хол,eztarri
19,Hals::N,күзүн,sama
20,Genick::N,гиҗг,garondo
21,Kopf::N,толһа,buru
22,Rücken::N,нурһн,bizkar
23,Bauch::N,гесн,sabel
24,Nabel::N,киисн,zilbor
25,Busen::N,көкн,titi
26,Busen::N,көкн,ugatz
27,Brust::N,чееҗ,bular
28,Schulter::N,ээм,besaburu
29,Arm::N,һар,beso
30,Ellenbogen::N,тоха,ukondo
31,Hand::N,баһлцг,esku
32,Handfläche::N,альхн,ahur
33,Finger::N,хурһн,hatz
34,Finger::N,һарин хурһн,hatz
35,Fingernagel::N,хумсн,azazkal
36,Nagel[Anatomie]::N,хумсн,azazkal
37,Zeh::N,хурһн,behatz
38,Zeh::N,көлин хурһн,behatz
39,Fuß::N,тавг,oin
40,Ferse::N,өскә,orpo
41,Ferse::N,өскә,oinburu
42,Knie::N,өвдг,belaun
43,Oberschenkel::N,һуй,izter
44,Bein::N,көл,zango
45,Körper::N,махмуд,soin
46,Haut::N,арсн,azal
47,Blut::N,цусн,odol
48,Ader::N,судцн,zain
49,Sehne::N,шүрүсн,gihar-zain
50,Knochen::N,ясн,hezur
51,Gehirn::N,экн,garun
52,Gehirn::N,экн,burmuin
53,Herz::N,зүркн,bihotz
54,Magen::N,гесн,urdail
55,Leber::N,элкн,gibel
56,Atem::N,әмсхл,hats
57,Atem::N,әмсхл,arnasa
58,Hunger::N,харһнлһн,gose
59,Träne::N,нульмсн,malko
60,Geschmack::N,амтн,dasta
61,Geruch::N,үнр,usain
62,Schlaf::N,нөр,lo
63,Traum::N,зүүдн,amets
64,Himmel::N,теңгр,zeru
65,Sonne::N,нарн,eguzki
66,Mond::N,сар,ilargi
67,Stern::N,одн,izar
68,Luft::N,аһар,aire
69,Wind::N,салькн,haize
70,Welle::N,дольган,uhin
71,Welle::N,дольган,olatu
72,Wasser::N,усн,ur
73,Stein::N,чолун,harri
74,Boden::N,Һазр,lur
75,Boden::N,Һазр,zoru
76,Erde::N,Һазр,lur
77,Staub::N,тоосн,hauts
78,Rauch::N,утан,ke
79,Funke::N,очн,zirta
80,Funke::N,очн,txinparta
81,Feuer::N,һал,su
82,Licht::N,герл,argi
83,Schatten::N,сүүдр,itzal
84,Schatten::N,сүүдр,geriza
85,Wetter::N,теңгр,eguraldi
86,Nebel::N,будн,laino
87,Wolke::N,үүлн,hodei
88,Regen::N,хур,euri
89,Schnee::N,цасн,elur
90,Eis::N,мөсн,horma
91,Frost::N,киитн,izotzaldi
92,Kälte::N,киитн,hotz
93,Hitze::N,халун,bero
94,Raureif::N,цаң,antzigar
95,Raureif::N,кирү,antzigar
96,Regenbogen::N,солңһ,ostadar
97,Regenbogen::N,солңһ,ortzadar
98,Donner::N,оһтрһун дун,ostots
99,Donner::N,оһтрһун дун,ihurtzuri
100,Strömung::N,урсхл,laster
101,Tropfen::N,дусал,xorta
102,Schaum::N,көөсн,bits
103,Schmutz::N,кир,lohi
104,Schmutz::N,кир,zikin
105,See::N,нур,laku
106,See::N,нур,aintzira
107,Sumpf::N,унул,zingira
108,Moor::N,улм,zohikaztegi
109,Wiese::N,хадлһн,larre
110,Wiese::N,хадлһн,belardi
111,Wald::N,ө-модн,baso
112,Wald::N,ө-модн,oihan
113,Hügel::N,толһа,muino
114,Hügel::N,толһа,pentoka
115,Anhöhe::N,хамр,garai
116,Anhöhe::N,хамр,goragune
117,Berg::N,уул,mendi
118,Gipfel::N,ора,gain
119,Gipfel::N,ора,tontor
120,Höhle::N,хадин көндә,kobazulo
121,Abhang::N,ташу,aldapa
122,Quelle::N,булг,iturri
123,Quelle::N,булг,iturbegi
124,Bach::N,һооҗур,lats
125,Bach::N,һооҗур,erreka
126,Fluss::N,һол,ibai
127,Fluss::N,һол,uhaitz
128,Ufer::N,көвә,bazter
129,Küste::N,көвә,itsasalde
130,Küste::N,теңгсин көвә,itsasalde
131,Festland::N,хүүрә һазр,lehor
132,Meer::N,теңгс,itsaso
133,Bucht::N,цекә,golko
134,Bucht::N,теңгсин цекә,golko
135,Insel::N,арл,irla
136,Insel::N,арл,uharte
137,Blume::N,цецг,lili
138,Gras::N,ноһан,belar
139,Wurzel::N,уңг,zuztar
140,Wurzel::N,уңг,sustrai
141,Baum::N,модн,zuhaitz
142,Stamm::N,шилв,enbor
143,Stamm::N,һол модн,enbor
144,Rinde::N,көрсн,azal
145,Ast::N,ац,adar
146,Zweig::N,ац,abar
147,Blatt::N,хамтхасн,hosto
148,Birke::N,хусм модн,urki
149,Kiefer[Baum]::N,шар харһа,ler
150,Weide[Baum]::N,удн,zume
151,Weide[Baum]::N,удн,sahats
152,Tanne::N,җөөлн цаһан модн,izei
153,Horn::N,өвр,adar
154,Feder::N,өрвлг,luma
155,Feder::N,өрвлг,hegaki
156,Fell::N,арсн,ile
157,Fell::N,арсн,larru
158,Flügel::N,җивр,hego
159,Klaue::N,хумсн,atzapar
160,Kralle::N,тавг,erpe
161,Kralle::N,тавг,atzapar
162,Schwanz::N,сүл,isats
163,Schwanz::N,сүл,buztan
164,Ei::N,өндгн,arrautza
165,Nest::N,үр,habia
166,Bau::N,нүкн,ohantze
167,Tier::N,мал,abere
168,Tier::N,мал,piztia
169,Herde::N,сүрг мал,saldo
170,Herde::N,сүрг мал,abere talde
171,Kuh::N,үкр,behi
172,Bulle::N,бух,zezen
173,Pferd::N,мөрн,zaldi
174,Schaf::N,хөн,ardi
175,Schwein::N,һаха,urde
176,Schwein::N,һаха,txerri
177,Hund::N,ноха,txakur
178,Katze::N,мис,katu
179,Bär::N,аю,hartz
180,Eichhörnchen::N,кермн,urtxintxa
181,Elch::N,хандһа,altze
182,Fuchs::N,арат,azeri
183,Hase::N,туула,erbi
184,Maus::N,хулһн,sagu
185,Wolf::N,чон,otso
186,Vogel::N,шовун,txori
187,Vogel::N,шовун,hegazti
188,Schwarm::N,зел,aldra
189,Huhn::N,така,oilo
190,Hahn::N,эр така,oilar
191,Gans::N,һалун,antzara
192,Adler::N,һәрд,arrano
193,Ente::N,нуһсн,ahate
194,Eule::N,һурвлһ,hontza
195,Kranich::N,тоһрун,kurrilo
196,Krähe::N,шаазһа,bele
197,Kuckuck::N,эргин хуцдг,kuku
198,Schwan::N,хун,beltxarga
199,Fisch::N,заһсн,arrain
200,Barsch::N,шүрг,perka
201,Hecht::N,цурх,lutxo
202,Schlange[Tier]::N,моһа,suge
203,Wurm::N,өтн,har
204,Spinne::N,аралҗн,armiarma
205,Ameise::N,шорһлҗн,inurri
206,Laus::N,бөөсн,zorri
207,Mücke::N,бөкүн,eltxo
208,Fliege::N,батхн,euli
209,Schmetterling::N,эрвәкә,pinpirin
210,Schmetterling::N,эрвәкә,tximeleta
211,Beere::N,бөөлҗрһн,baia
212,Apfel::N,альмн,sagar
213,Pilz::N,теңгрин ки,onddo
214,Pilz::N,теңгрин ки,perretxiko
215,Zwiebel::N,мәңгрснә толһа,tipula
216,Saat::N,буудян экн,haziak
217,Korn::N,экн,ale
218,Korn::N,экн,pikor
219,Heu::N,өвсн,belar ondu
220,Schale::N,хальсн,azal
221,Grube::N,нүкн,hobi
222,Falle::N,урх,harrapagailu
223,Falle::N,хавх,harrapagailu
224,Schlinge::N,бүтү,bilur
225,Schlinge::N,бүтү,xedera
226,Spur::N,мөр,lorratz
227,Asche::N,үмсн,errauts
228,Dreck::N,бальчг,satsukeria
229,Eisen::N,төмр,burdina
230,Gold::N,алтн,urre
231,Gold::N,алтн,urregorri
232,Silber::N,мөңгн,zilar
233,Silber::N,мөңгн,urrezuri
234,Silber::N,цаһан мөңгн,zilar
235,Silber::N,цаһан мөңгн,urrezuri
236,Kohle::N,нүүрсн,ikatz
237,Glas::N,шил,beira
238,Lehm::N,шавр,buztin
239,Sand::N,элсн,harea
240,Sand::N,элсн,hondar
241,Mensch::N,күн,gizaki
242,Mensch::N,күмн,gizaki
243,Mann::N,эр,gizon
244,Frau::N,күүкд күн,andere
245,Frau::N,күүкд күн,emakume
246,Kind::N,үрн,haur
247,Junge::N,көвүн,mutil
248,Mädchen::N,бичкн күүкн,neska
249,Familie::N,бүл,sendi
250,Familie::N,бүл,familia
251,Großvater::N,өвк эцк,aitona
252,Großvater::N,өвк эцк,aitatxi
253,Großvater::N,наһц эцк,aitona
254,Großvater::N,наһц эцк,aitatxi
255,Großmutter::N,эмг эк,amona
256,Großmutter::N,эмг эк,amatxi
257,Großmutter::N,наһц эк,amona
258,Großmutter::N,наһц эк,amatxi
259,Eltern::N,эк эцк хойр,gurasoak
260,Vater::N,эцк,aita
261,Mutter::N,эк,ama
262,Sohn::N,көвүн,seme
263,Tochter::N,күүкн,alaba
264,Bruder::N,дү көвүн,neba
265,Bruder::N,дү көвүн,anaia
266,Schwester::N,эгч,ahizpa
267,Schwester::N,дү күүкн,ahizpa
268,Onkel::N,авһ,osaba
269,Onkel::N,наһцх,osaba
270,Tante::N,наһц эгч,izeba
271,Ehemann::N,залу,senar
272,Ehefrau::N,гергн,emazte
273,Freude::N,байр,poz
274,Freude::N,байр,pozkari
275,Gelächter::N,инәдн,barre
276,Gelächter::N,инәдн,karkara
277,Glück::N,җирһл,zori
278,Glück::N,сәәхн җирһл,zori
279,Kummer::N,зовлң,xangrin
280,Kummer::N,зовлң,atsekabe
281,Wunsch::N,дурн,nahi
282,Wunsch::N,дурн,nahikunde
283,Lust::N,җилвтлһн,gogo
284,Geist::N,зөрг,gogo
285,Gedanke::N,ухан,gogoeta
286,Gedächtnis::N,чееҗин тодлвр,oroimen
287,Gedächtnis::N,чееҗин тодлвр,gogoramen
288,Verstand::N,ухан,adimen
289,Verstand::N,ухан,ulermen
290,Sinn::N,учр-утх,zentzu
291,Grund::N,учр,zergati
292,Grund::N,шалтан,zergati
293,Wahrheit::N,үнн,egia
294,Gespräch::N,күүндвүр,hizketa
295,Gespräch::N,күүндвүр,elkarrizketa
296,Märchen::N,тууль,ipuin
297,Erzählung::N,келвр,edesti
298,Erzählung::N,келвр,kontakizun
299,Nachricht::N,медүллһн,albiste
300,Neuigkeit::N,зәңг,berri
301,Name::N,нерн,izen
302,Rätsel::N,тәәлвртә тууль,asmakizun
303,Rede::N,келлһн,hitzaldi
304,Rede::N,келлһн,mintzaldi
305,Sprache::N,келн,hizkuntza
306,Stimme::N,дун,ahots
307,Wort::N,үг,hitz
308,Zeichen::N,темдг,agerbide
309,Zeichen::N,темдг,agergarri
310,Ruf::N,дуудлһн,dei
311,Lärm::N,шууган,zarata
312,Lärm::N,шууган,harrabots
313,Laut::N,ә,hots
314,Ton::N,дун,tonu
315,Ton::N,дун,soinu
316,Lied::N,дун,abesti
317,Ruhe::N,амулң,nasaitasun
318,Leute::N,әмтн,jende
319,Volk::N,улс,herri
320,Volk::N,улс,populu
321,Arbeit::N,көдлмш,lan
322,Gast::N,гиич,arrotz
323,Gast::N,гиич,apopilo
324,Geschenk::N,белг,opari
325,Spiel::N,наадн,jolas
326,Gesellschaft::N,олн,gizarte
327,Hilfe::N,нөкд,helpide
328,Hilfe::N,нөкд,laguntza
329,Freund::N,иньг,lagun
330,Kamerad::N,үр,adiskide
331,Kamerad::N,үр,lagunkide
332,Angelegenheit::N,керг,afera
333,Anzahl::N,то,kopuru
334,Art::N,зүүл,mota
335,Stück::N,хусг,puska
336,Teil::N,хүв,atal
337,Hälfte::N,өрәл,erdi
338,Kreis::N,төгрг,biribilki
339,Kreuz::N,кирс,gurutze
340,Linie::N,зурасн,linea
341,Strich::N,татасн,marra
342,Abstand::N,зә,tarte
343,Entfernung::N,һазр,urrunera
344,Gegend::N,һазр,alderdi
345,Gegend::N,һазр,eskualde
346,Platz::N,зә,leku
347,Ort::N,бәәрн,toki
348,Seite::N,тал,albo
349,Seite::N,хаҗу,albo
350,Seite::N,хәврһ,albo
351,Mitte::N,дунд,erdi
352,Gegenstand::N,юмн,gauzaki
353,Sache::N,юмн,gauza
354,Rand::N,зах,ertz
355,Kante::N,ирмәг,ertz
356,Ecke::N,өнцг,kantoi
357,Spitze::N,үзүр,punta
358,Ende::N,үзүр,buru
359,Ende::N,үзүр,mutur
360,Loch::N,хаһрха,zulo
361,Winkel::N,булң,zoko
362,Winkel::N,булң,bazter
363,Muster::N,намч,eredu
364,Muster::N,намч,marrazki
365,Größe::N,кемҗән,kaizu
366,Größe::N,кемҗән,tamaina
367,Länge::N,ут,luzera
368,Höhe::N,өндр,goiera
369,Höhe::N,өндр,garaiera
370,Gewicht::N,күнд,hazta
371,Gewicht::N,чиңнүр,hazta
372,Menge::N,ик,kopuru
373,Haufen::N,ова,pila
374,Haufen::N,ова,mendoi
375,Reihe::N,зерг,ilara
376,Reihe::N,зерг,errenkada
377,Reihe::N,зерглән,ilara
378,Reihe::N,зерглән,errenkada
379,Boot::N,оңһц,potin
380,Boot::N,оңһц,txalupa
381,Ruder::N,хәәв,arraun
382,Schlitten::N,цан,lera
383,Schlitten::N,цан,narra
384,Ski::N,лыҗ,eski
385,Lagerfeuer::N,костёр,su
386,Last::N,күнд,zama
387,Last::N,күнд,karga
388,Gang::N,йовлһн,ibilera
389,Schritt::N,ишкм,pauso
390,Schritt::N,ишкм,urrats
391,Norden::N,ар үзг,ipar
392,Norden::N,ар үзг,iparralde
393,Süden::N,өмн,hego
394,Süden::N,өмн,hegoalde
395,Süden::N,өмн үзг,hego
396,Süden::N,өмн үзг,hegoalde
397,Westen::N,барун,sartalde
398,Westen::N,барун,mendebalde
399,Westen::N,барун үзг,sartalde
400,Westen::N,барун үзг,mendebalde
401,Osten::N,зүн,ekialde
402,Osten::N,зүн,sortalde
403,Osten::N,зүн үзг,ekialde
404,Osten::N,зүн үзг,sortalde
405,Holz::N,модн,zur
406,Brett::N,харһа,ohol
407,Platte::N,хавтха чолун,lauza
408,Stütze::N,тулг,irozgarri
409,Stütze::N,тулг,bermagailu
410,Stange::N,уньн,haga
411,Stock::N,модн,makila
412,Stab::N,шуург,makila
413,Rohr::N,турва,hodi
414,Haus::N,гер,etxe
415,Heim::N,гер-бул,etxe
416,Heim::N,гер-бул,etxaleku
417,Ofen::N,беш,berogailu
418,Fußboden::N,девскр,zoru
419,Tisch::N,ширә,mahai
420,Stuhl::N,стул,aulki
421,Wiege::N,өлгә,kuma
422,Wiege::N,өлгә,sehaska
423,Wiege::N,дүүҗң,kuma
424,Wiege::N,дүүҗң,sehaska
425,Bett::N,орн,ohe
426,Bett::N,орн,ohatze
427,Bett::N,орндг,ohe
428,Bett::N,орндг,ohatze
429,Regal::N,таг,apalategi
430,Regal::N,тәвц,apalategi
431,Kiste::N,яршг,kutxa
432,Fenster::N,терз,leiho
433,Tür::N,үүдн,ate
434,Tor::N,үүдн,atari
435,Tor::N,өргн үүдн,atari
436,Tor::N,хашан үүдн,atari
437,Zaun::N,хаша,hesi
438,Dach::N,деевр,teilatu
439,Leiter::N,шат,zurubi
440,Leiter::N,давшур,zurubi
441,Besen::N,сәвүр,erratz
442,Spaten::N,күрз,burdinpala
443,Schaufel::N,совг,pala
444,Gabel::N,серә,sardexka
445,Löffel::N,ухр,koilara
446,Messer::N,утх,aizto
447,Nagel::N,хадасн,iltze
448,Netz::N,гөлм,sare
449,Haken::N,дегә,mako
450,Griff::N,иш,eskutoki
451,Griff::N,бәрүл,eskutoki
452,Schloss::N,оньс,sarraila
453,Bild::N,зург,irudi
454,Figur::N,фигур,figura
455,Puppe::N,наадһа,panpina
456,Puppe::N,наадһа,andrakila
457,Beutel::N,мишг,zorro
458,Bündel::N,багла,azao
459,Bündel::N,багла,espal
460,Bündel::N,боодһа,azao
461,Bündel::N,боодһа,espal
462,Tasche::N,сумк,poltsa
463,Eimer::N,суулһ,treska
464,Deckel::N,бүркәсн,tapa
465,Deckel::N,бүркәсн,estalki
466,Geschirr::N,сав,baxera
467,Geschirr::N,сав,ontziteria
468,Geschirr::N,сав-сарх,baxera
469,Geschirr::N,сав-сарх,ontziteria
470,Sack::N,мишг,zaku
471,Tasse::N,ааһ,kikara
472,Topf::N,кастрюль,ontzi
473,Topf::N,кастрюль,lapiko
474,Kessel::N,хәәсн,pazia
475,Essen::N,зоогллһн,janaldi
476,Nahrung::N,теҗәл,jan
477,Speise::N,хот,jaki
478,Fleisch::N,махн,okela
479,Fleisch::N,махн,haragi
480,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,labore
481,Brei::N,хаш,ahi
482,Brei::N,хаш,pure
483,Brot::N,өдмг,ogi
484,Scheibe::N,зүсм,xerra
485,Scheibe::N,зүсм,pirripita
486,Fett::N,өөкн,urin
487,Fett::N,өөкн,koipe
488,Butter::N,тосн,gurin
489,Öl::N,тосн,olio
490,Salz::N,давсн,gatz
491,Suppe::N,шөлн,zopa
492,Suppe::N,шөлн,salda
493,Honig::N,бал,ezti
494,Milch::N,үсн,esne
495,Tee::N,цә,te
496,Leder::N,арсн,larru
497,Wolle::N,утцн,artile
498,Wolle::N,эд,artile
499,Stoff::N,эд,ehun
500,Nadel::N,зүн,orratz
501,Nadel::N,зүн,jostorratz
502,Faden::N,утцн,hari
503,Knopf::N,товч,botoi
504,Knoten::N,зәңгдә,korapilo
505,Farbe::N,будг,pintura
506,Kleidung::N,хувцн,arropa
507,Kleidung::N,хувцн,jantziak
508,Kleidung::N,хувц-хунр,arropa
509,Kleidung::N,хувц-хунр,jantziak
510,Hemd::N,киилг,atorra
511,Hemd::N,киилг,alkandora
512,Kragen::N,зах,idun
513,Ärmel::N,ханцн,mahuka
514,Hose::N,шалвур,prakak
515,Hose::N,шалвур,galtzak
516,Gürtel::N,бүс,gerriko
517,Mütze::N,махла,txano
518,Mütze::N,махла,txapel
519,Schuh::N,башмгуд,oski
520,Schuh::N,башмгуд,oinetako
521,Stiefel::N,һосн,bota
522,Ring::N,билцг,uztai
523,Band::N,лент,zinta
524,Band::N,лент,xingola
